"","cSObM2TOMPOOM080315.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report"
"2734260",0,1,0,0,0,0,0,1,1,1,1
"2560658",0,2,0,0,0,0,7,0,0,0,1
"2560692",0,0,0,0,0,0,26,0,0,1,0
"2047764",0,0,0,0,0,0,0,0,0,4,1
"1231360",0,0,0,0,0,0,0,0,0,0,0
"2734187",0,0,0,0,0,0,0,0,0,0,0
"388452",0,0,0,0,1,0,0,0,0,0,0
"10752",0,0,0,0,0,0,0,0,0,0,0
"2734191",0,0,0,0,0,1,0,0,0,0,0
"1985720",1,0,1,0,0,0,0,0,4,0,1
"2732686",1,0,0,0,0,1,0,0,1,5,3
"110456",2,0,2,0,0,2,2,0,0,0,0
"2732677",0,0,0,0,0,0,1,0,0,1,0
"2732683",0,1,2,0,0,0,1,1,2,0,0
"477967",1,0,2,2,0,0,0,1,3,2,2
"2732909",0,0,1,0,0,0,0,1,0,0,1
"2732929",1,2,2,2,3,2,0,1,1,2,2
"2732930",0,2,2,0,1,1,0,1,2,1,0
"2731677",3,1,2,0,0,0,0,1,1,0,2
"2731675",0,0,0,0,0,0,0,0,0,0,0
"2733956",0,1,2,0,0,1,0,0,1,0,0
"2733922",2,0,0,1,0,0,0,0,0,5,1
"2733941",0,0,3,0,1,0,0,0,1,0,1
"2733892",1,2,0,0,0,1,0,0,0,0,0
"1985736",0,0,0,0,0,1,0,1,1,0,1
"1985734",0,0,0,0,0,0,0,0,1,0,0
"1985730",0,1,0,0,0,0,0,0,0,2,3
"2733939",0,0,0,0,0,1,0,0,0,1,2
"151528",0,0,0,0,0,0,0,0,1,0,0
"1920774",1,0,1,0,2,0,0,0,1,2,3
"2733946",0,0,0,0,0,1,1,0,0,7,2
"2733945",0,0,0,0,0,0,0,0,0,0,0
"2731928",0,0,0,0,1,0,0,0,0,0,0
"2733920",0,0,0,0,0,0,0,0,1,0,0
"2733937",0,0,1,0,0,0,0,0,0,0,0
"2560657",0,0,0,0,0,0,0,0,0,0,0
"1415145",0,0,1,1,0,0,0,0,0,0,0
"2572874",11,44,53,1,9,15,5,7,44,21,22
"1911929",1,1,4,0,0,0,0,0,2,3,1
"1922327",1,2,2,1,0,3,0,0,2,1,5
"1921016",0,0,0,0,0,0,0,0,0,0,1
"2560335",0,0,1,0,0,0,0,0,0,0,2
"2732970",0,2,0,0,0,0,0,0,0,0,0
"1857846",0,0,0,0,0,1,0,0,0,0,0
"2732969",1,0,0,0,0,0,0,0,0,1,0
"632112",0,0,0,0,0,0,0,0,1,1,0
"1857844",0,0,2,0,0,0,0,0,1,0,0
"2041210",0,1,0,0,0,0,0,0,0,0,1
"2510941",0,0,0,0,0,0,0,0,1,0,0
"2560112",0,0,0,0,0,0,0,0,0,0,1
"2560156",0,0,1,0,0,1,0,0,0,1,1
"2733998",0,1,2,0,0,0,0,0,0,0,0
"2733999",0,0,0,0,0,0,0,0,0,0,0
"187218",0,1,5,0,0,2,0,0,0,0,2
"2733996",0,0,0,0,0,0,0,0,0,0,1
"1978922",2,1,2,0,0,0,0,2,0,1,3
"2555548",1,4,0,0,0,0,1,0,2,1,1
"1636182",0,1,0,0,0,0,0,0,1,0,1
"2099338",0,0,1,0,1,0,0,0,0,1,0
"2267403",0,0,2,0,0,1,0,0,0,0,1
"2419930",0,0,0,0,0,0,0,0,0,0,2
"2601680",0,1,0,0,0,0,0,1,0,0,0
"2169532",0,0,1,0,0,0,0,0,1,1,4
"2169536",1,2,0,0,0,1,0,0,1,1,2
"2731622",0,0,0,0,0,0,0,0,0,0,0
"2734031",1,0,0,0,0,1,0,0,1,0,0
"2732068",0,1,0,0,0,0,0,0,0,1,0
"2560227",0,0,1,0,0,0,0,0,1,0,0
"2734037",0,0,0,0,0,0,0,0,0,0,0
"2732062",2,0,0,0,0,0,0,0,0,0,0
"1920866",0,1,0,0,0,0,0,0,0,0,1
"2734029",0,0,0,0,0,0,0,0,0,0,0
"10294",23,26,66,5,14,27,4,21,29,27,44
"10319",16,19,57,5,8,27,2,8,16,21,25
"180252",2,2,5,1,0,5,0,3,2,4,5
"180255",3,1,5,0,0,5,0,1,4,3,6
"10358",5,15,21,2,4,6,2,5,15,4,21
"10365",7,2,19,2,4,9,2,4,13,21,11
"10397",3,2,18,1,1,9,3,6,8,7,9
"40272",1,0,3,0,0,2,0,1,0,1,5
"548689",2,2,3,2,2,0,1,2,3,1,3
"33706",2,1,5,0,2,1,0,0,2,0,7
"10379",1,3,6,0,0,3,0,0,4,3,7
"10375",0,3,2,0,0,3,2,2,1,0,3
"548687",2,0,5,0,0,1,1,0,1,0,2
"35249",1,0,1,0,1,2,0,0,4,0,5
"548688",2,4,5,0,1,2,0,2,3,6,10
"180230",1,2,23,0,1,7,0,0,4,9,11
"10401",0,2,3,1,0,1,0,0,6,0,1
"508441",0,0,0,0,0,1,0,0,0,1,1
"389214",1,3,0,0,0,2,0,1,0,2,1
"1513231",0,0,0,0,1,0,0,0,0,0,1
"1349409",23,69,63,3,15,45,6,23,55,32,61
"2107708",15,16,50,3,7,28,4,14,24,25,31
"1349410",28,27,91,5,10,25,6,13,24,48,54
"2107709",17,20,43,4,9,26,1,16,19,43,29
"1605721",11,30,42,5,14,27,4,10,37,12,36
"2107707",19,21,31,5,7,19,5,8,26,22,21
"1450746",5,0,0,0,0,1,0,1,0,0,4
"1903266",0,1,17,0,0,0,0,0,2,1,2
"1100043",0,2,1,0,0,4,0,0,3,2,3
"762905",0,0,0,0,0,0,0,0,0,0,0
"1262528",0,2,1,1,0,1,0,1,0,1,1
"1273751",0,5,2,0,0,0,1,0,1,3,0
"1262530",0,0,0,0,0,0,0,0,0,0,0
"1273748",0,1,1,0,0,3,1,0,2,1,1
"1273749",0,1,2,0,1,1,0,2,1,1,1
"1273752",0,0,0,0,0,1,0,1,0,1,0
"1454028",0,0,0,0,0,0,0,0,0,0,0
"1592101",0,0,0,0,0,0,0,0,0,0,0
"1391455",0,0,1,0,0,0,0,0,0,0,0
"1678078",4,13,12,0,2,5,3,5,5,7,11
"1500510",0,0,0,0,0,0,0,0,0,0,0
"1758881",0,0,0,0,0,0,0,0,0,0,0
"1932881",0,0,3,0,0,2,1,0,0,0,1
"1685767",0,0,0,0,0,0,0,0,0,0,0
"10257",10,18,40,7,7,15,3,9,17,19,21
"2733300",4,5,17,2,1,10,0,3,7,10,12
"1285599",8,6,7,0,1,5,0,1,6,5,11
"10260",0,1,32,2,0,0,0,1,2,8,1
"10278",4,14,9,1,1,8,1,4,12,5,3
"10242",1,3,4,2,0,0,0,4,1,0,3
"2733301",0,1,0,0,0,0,0,0,1,0,1
"573055",0,0,0,0,0,0,0,0,0,0,0
"2733302",0,0,3,0,0,0,0,1,0,0,1
"10497",1,3,1,0,0,2,0,0,0,2,5
"10491",1,2,2,5,0,3,0,0,2,0,0
"10487",1,0,1,0,0,0,0,0,0,0,2
"10492",1,1,2,0,0,0,0,1,3,1,3
"10494",0,0,2,0,0,2,0,0,0,0,1
"308906",0,0,3,0,0,1,0,0,0,0,0
"1813598",2,7,10,1,0,2,0,4,7,2,3
"1421067",0,1,3,0,0,0,0,1,0,0,0
"999883",0,0,0,0,0,1,0,1,0,1,0
"113366",1,1,0,0,1,2,0,0,1,0,0
"328613",0,0,0,0,0,0,0,0,0,0,0
"880158",4,4,20,1,2,8,3,1,13,8,6
"381899",0,2,2,0,0,0,0,1,0,1,2
"46021",0,0,0,0,0,0,0,0,0,0,1
"322019",0,1,1,0,0,0,0,0,1,0,1
"346674",0,3,1,0,0,2,0,3,0,1,1
"2023057",2,5,9,1,1,2,1,10,60,2,2
"1474867",2,0,1,0,0,0,0,3,0,0,0
"358403",0,1,0,1,1,0,0,0,0,0,0
"37665",2,1,0,0,0,0,0,0,3,1,3
"181082",0,0,1,0,1,2,2,1,0,0,0
"2501774",0,4,9,3,2,0,0,0,12,2,2
"985782",2,1,8,0,1,2,0,2,4,1,2
"1513235",0,1,0,0,0,0,0,1,0,0,0
"413684",1,0,0,0,0,2,0,0,1,0,1
"130310",0,0,0,0,0,0,0,0,0,0,0
"130308",3,2,2,0,0,2,0,1,2,0,4
"2015370",0,1,1,0,2,1,0,0,0,1,2
"1962299",0,0,2,0,0,0,0,0,0,0,0
"1146873",0,0,1,0,1,1,3,1,0,0,0
"1986017",0,0,0,0,0,0,0,0,0,0,0
"1986019",0,1,0,0,0,1,0,0,0,0,2
"1986022",2,0,0,0,1,1,0,0,0,0,0
"130369",1,1,1,0,0,0,0,0,1,1,0
"2015375",0,0,0,0,0,0,0,0,0,0,0
"2170000",0,0,1,0,0,0,0,0,0,0,0
"2170002",1,0,1,0,0,0,0,0,0,0,1
"108098",1,0,0,0,0,0,0,0,0,1,0
"1548417",0,1,1,0,0,1,1,0,3,2,2
"190064",0,0,0,1,0,0,0,0,0,0,1
"2003673",0,0,0,0,0,0,0,0,0,0,0
"1557035",0,0,0,0,0,0,0,0,0,0,0
"1154689",1,2,3,0,0,2,0,1,1,1,5
"1282967",1,0,1,0,1,0,0,0,0,0,0
"2049890",1,0,2,0,0,0,0,1,1,0,0
"1172985",0,0,9,1,0,0,0,0,0,1,1
"1983570",0,0,0,0,0,0,0,0,0,0,0
"11103",0,0,0,0,0,1,0,0,0,0,0
"2008770",0,1,0,0,0,0,0,0,0,0,0
"11083",0,0,0,0,0,0,0,0,0,0,0
"64319",0,0,0,0,0,0,0,0,0,0,0
"39686",0,0,0,0,0,0,0,0,0,1,1
"2170088",0,0,0,0,0,0,0,0,0,0,0
"2170085",0,0,0,0,0,0,0,0,0,0,0
"1985360",0,3,0,0,0,3,0,0,0,2,3
"135246",0,0,0,0,0,0,0,0,0,0,0
"84589",0,0,0,0,0,0,0,0,0,0,0
"45103",0,0,0,0,0,0,0,0,0,0,0
"1758139",0,0,0,0,0,0,0,0,0,0,0
"2316740",0,0,0,0,0,0,0,0,0,0,0
"327106",0,0,0,0,0,0,0,0,0,0,0
"12163",0,0,0,0,0,2,0,1,1,0,1
"1653394",0,0,0,0,1,0,0,0,0,0,1
"2560196",225,17,0,0,3,32,0,244,48,42,72
"11572",0,2,2,0,0,0,0,1,5,0,1
"2560074",0,0,1,0,0,1,0,0,0,1,1
"2734594",0,0,0,0,0,0,0,1,0,0,0
"1972611",2,0,8,0,0,0,0,1,3,1,2
"2733252",0,0,0,0,0,0,0,0,0,0,0
"2560069",1,1,2,0,0,0,0,0,0,0,1
"2560080",0,3,0,0,0,0,1,0,0,0,0
"186536",0,0,0,0,0,0,0,0,0,0,0
"2501931",1,2,6,1,2,3,0,1,3,1,3
"2501984",0,0,2,0,0,0,0,0,0,0,1
"2508228",0,0,0,0,0,0,0,0,0,1,0
"2499603",0,0,0,0,0,0,0,0,0,0,0
"2507288",0,0,0,0,0,0,0,0,0,0,0
"2170030",0,0,1,0,0,0,0,0,0,0,0
"32620",0,0,0,0,0,0,0,0,0,0,0
"185017",0,0,0,0,0,0,0,0,0,0,0
"397544",0,0,0,0,0,0,0,0,0,0,0
"42631",0,0,0,0,0,0,0,0,0,0,0
"48201",0,0,0,0,0,0,0,0,0,0,0
"1247114",0,0,0,0,0,0,0,0,0,0,0
"1906170",0,1,0,0,0,0,0,0,0,0,0
"2560353",0,0,1,0,0,0,0,0,0,0,0
"2560390",0,0,0,0,0,0,0,2,0,0,0
"327108",0,0,0,0,0,0,0,1,0,0,0
"1765754",0,0,0,0,0,0,0,0,0,0,0
"10882",0,0,0,0,0,0,0,0,0,1,1
"10979",0,1,0,0,0,1,0,0,0,4,0
"10985",1,0,0,0,0,1,0,0,0,0,1
"2169857",0,0,0,0,0,1,0,2,0,1,0
"343865",0,0,0,0,0,0,0,0,0,0,0
"1923146",0,0,0,1,0,0,0,0,0,0,0
"1923493",0,0,3,0,0,0,0,0,0,0,0
"1923186",0,0,0,0,0,0,0,0,0,0,0
"1923655",0,0,0,0,0,0,0,0,0,0,1
"1922431",0,0,0,0,0,0,0,0,0,0,0
"1923422",0,0,0,0,0,0,0,1,0,0,0
"1922703",0,0,0,0,0,0,0,0,0,0,0
"1923541",0,0,0,0,0,0,0,0,0,0,0
"1923487",0,0,0,0,0,0,0,0,0,1,0
"1922745",0,0,0,0,0,0,0,0,0,0,0
"1922602",0,0,0,0,0,0,0,0,0,0,0
"1922742",0,0,0,0,0,0,0,1,0,0,0
"1923336",0,0,0,0,0,0,0,0,0,0,0
"1922448",0,0,0,0,0,0,0,0,0,0,0
"1923671",0,0,0,0,0,0,0,0,0,0,0
"1922896",0,0,0,0,0,0,0,0,0,0,0
"1922901",0,0,0,0,0,0,0,0,0,0,0
"75914",0,0,0,0,0,0,0,0,0,0,0
"1500866",0,0,0,0,0,0,0,0,0,0,0
"1088890",0,0,0,0,0,0,0,0,0,0,0
"11646",0,0,0,0,0,0,0,1,0,0,0
"10449",3,3,8,0,2,2,0,0,4,0,5
"307461",1,0,1,0,0,0,0,1,0,0,1
"542343",0,0,0,0,0,0,0,0,0,0,0
"566270",1,2,0,0,0,0,0,1,0,0,0
"1346829",4,4,8,0,1,2,1,1,1,2,1
"1307956",0,0,1,0,1,0,0,1,0,0,1
"262177",0,2,2,0,0,2,0,0,6,0,5
"46242",0,0,0,0,0,0,0,0,0,1,2
"28288",0,0,3,0,0,3,0,0,0,2,0
"307467",0,0,2,0,1,1,0,1,1,1,0
"10456",0,3,4,1,1,2,0,0,1,1,2
"332054",2,0,1,0,0,1,1,0,0,0,0
"224399",0,0,0,0,0,0,0,0,0,2,0
"74660",1,1,0,0,0,0,0,0,0,0,2
"208973",0,0,0,0,0,1,0,0,0,0,2
"1592335",1,0,0,0,0,0,0,0,0,0,0
"1307954",0,0,0,0,0,0,0,0,0,0,0
"98383",0,1,0,0,0,0,0,1,0,0,1
"1750712",0,0,1,0,1,0,0,1,0,0,0
"1986290",0,0,1,0,0,0,0,0,0,0,0
"56947",0,0,1,0,0,0,0,0,0,0,3
"2169615",0,0,0,0,0,0,1,0,1,0,0
"1921823",0,0,0,0,0,0,0,0,0,0,0
"333750",0,0,0,0,0,0,0,0,0,0,2
"334211",0,2,0,0,0,1,0,0,1,0,0
"1507401",1,0,0,0,0,0,0,0,0,0,1
"10806",0,0,0,0,0,0,0,0,0,0,0
"367850",0,0,0,0,0,0,0,0,0,0,0
"932070",2,0,1,0,0,1,0,0,2,0,3
"263793",0,0,0,0,0,0,0,0,0,0,0
"1618233",0,0,0,0,0,0,0,0,0,0,0
"2011080",0,0,0,0,0,0,0,0,0,0,0
"2734333",0,1,3,0,0,1,0,1,0,1,1
"2072209",0,0,0,0,0,0,0,0,2,0,1
"1654582",0,0,1,0,0,1,0,0,1,0,0
"2057187",0,0,0,0,0,1,0,0,0,0,0
"39640",0,0,3,0,0,0,0,0,0,0,3
"53988",0,0,0,0,0,0,0,0,0,0,0
"419435",1,0,0,0,0,1,0,0,1,1,2
"342409",0,1,0,0,0,4,0,0,0,2,3
"346883",0,0,0,0,0,0,0,0,0,1,1
"346884",0,0,0,0,0,0,0,0,0,0,0
"351054",0,0,0,0,0,0,0,0,0,0,0
"2776735",0,0,2,0,0,0,1,0,0,0,1
"1619215",0,0,0,0,0,0,0,0,0,0,0
"687342",0,0,0,0,0,0,0,0,0,0,0
"1123964",0,0,0,0,1,0,0,0,0,0,0
"858422",2208,0,9940,979,783,0,354,1442,0,0,0
"40137",0,0,0,146,0,0,0,0,0,0,0
"531813",904,580,831,60,405,540,735,0,0,503,602
"33047",0,6,0,1,3,0,0,6,0,4,0
"35806",0,0,0,95,0,0,0,0,0,545,0
"92945",190,0,365,36,0,211,103,0,299,0,0
"88688",0,1195,0,139,1090,1064,596,0,1503,0,1077
"80869",495,392,674,94,221,444,104,0,443,368,617
"757424",0,0,0,2,0,0,0,0,0,0,0
"847",59,57,79,8,32,51,40,74,88,61,82
"942513",1,0,0,1,0,0,0,2,0,1,0
"40216",0,18,0,3,9,0,0,7,0,10,0
"28090",15,10,0,2,6,15,0,11,29,20,26
"283686",0,0,0,2,15,0,6,0,0,0,0
"413503",37,54,46,4,0,54,9,33,0,0,0
"1920116",0,0,1,1,0,0,0,0,0,3,0
"1334193",0,0,0,15,0,0,0,0,0,0,0
"623",4,0,12,3,0,5,1,3,3,8,0
"28151",0,0,0,9,0,0,0,0,0,0,0
"614",0,0,0,5,20,0,0,0,0,0,0
"552",0,0,0,3,0,0,20,0,0,0,0
"118117",0,0,4,1,0,3,1,0,1,1,2
"69223",0,100,0,10,0,102,20,58,144,94,141
"204039",0,0,0,9,0,0,19,0,0,0,0
"636",107,0,185,16,61,121,0,82,147,0,197
"569",0,0,0,2,0,0,5,18,0,0,0
"587",0,20,0,6,7,30,30,30,0,0,0
"582",0,0,133,14,46,0,49,84,0,0,0
"114185",0,0,0,1,0,0,3,0,0,0,0
"2785913",1,0,1,1,1,1,4,0,1,1,3
"402882",3,3,3,1,2,1,2,2,4,4,7
"2490635",0,4,8,1,0,8,0,2,4,2,5
"43657",21,0,0,3,12,0,8,0,0,0,0
"654",0,0,0,64,0,0,0,0,0,0,0
"29494",0,0,0,12,0,0,0,0,0,63,0
"672",0,0,0,11,0,0,18,0,0,0,0
"777",0,0,0,5,18,0,0,0,0,36,0
"34067",0,0,0,2,0,0,0,0,0,0,0
"28110",5,0,10,1,0,2,3,2,7,2,1
"1869285",0,0,0,1,0,0,0,0,0,0,0
"1541743",0,0,0,1,0,0,0,0,0,0,0
"1972134",0,0,0,1,0,0,0,0,0,0,0
"209841",0,0,1,2,1,1,0,0,0,2,1
"85404",0,0,0,2,1,0,1,0,0,0,0
"729",0,27,0,3,7,0,8,0,39,28,0
"727",27,17,0,2,8,0,0,9,20,5,0
"732",0,0,0,1,0,0,0,0,0,0,0
"731",0,0,0,2,6,0,2,6,0,11,0
"697331",0,0,0,2,0,0,3,0,0,0,0
"45498",4,3,10,1,1,2,0,0,3,0,10
"1923",1,0,2,1,2,4,0,1,2,0,0
"68242",0,0,1,1,0,0,0,0,0,1,1
"394098",3,0,0,2,0,0,32,0,0,0,0
"165096",0,3,2,1,2,2,3,1,3,2,2
"227388",0,0,0,2,0,0,0,0,0,0,0
"216945",0,1,2,1,0,3,1,1,2,2,0
"324078",0,0,0,1,0,0,1,0,4,0,0
"85628",1,2,1,1,0,0,0,2,1,1,0
"409322",4,0,11,1,2,0,1,2,0,0,0
"64895",0,0,0,2,0,0,0,0,0,0,0
"28183",0,39,0,4,0,46,0,0,31,0,0
"174",0,10,0,2,5,10,0,3,11,11,8
"93466",0,0,0,1,0,5,2,0,0,0,0
"2676525",0,0,0,1,0,0,0,0,0,0,0
"160798",0,6,0,1,4,0,0,5,0,6,0
"859",0,0,0,1,0,0,1,0,0,0,0
"2234",0,0,0,2,0,0,2,5,0,9,0
"2684913",0,0,0,1,5,0,1,0,0,0,0
"498374",0,0,0,3,0,0,2,0,0,0,0
"2301714",0,2,1,1,4,1,0,0,1,1,1
"754044",0,0,0,1,0,0,0,1,0,0,1
"2250335",1,0,0,1,1,2,0,0,0,1,0
"2218618",0,1,2,1,0,0,0,0,1,0,1
"2003504",0,0,2,1,1,0,0,1,0,0,0
"2560488",0,3,3,1,0,0,0,1,3,1,1
"2170254",2,3,2,1,0,0,0,1,0,0,0
"205875",0,0,0,1,0,1,0,0,0,0,0
"1982256",0,0,0,1,0,0,0,1,0,0,0
"1188794",0,0,0,1,0,0,0,0,0,0,0
"1982153",0,0,0,1,0,0,0,0,0,0,0
"1982219",0,0,0,1,0,0,0,0,0,0,1
"2734253",2,0,1,1,2,1,1,1,2,0,3
"1623292",0,0,0,1,0,0,2,2,0,0,0
"2734271",0,5,1,1,0,0,0,0,1,0,1
"2733208",0,0,0,1,0,0,1,0,0,0,0
"1623284",2,0,12,1,5,2,0,2,0,14,0
"2696379",0,0,0,1,0,0,0,0,0,0,0
"238854",0,2,2,1,0,4,0,2,5,1,2
"2733124",0,1,0,1,0,0,0,0,0,1,2
"2734096",2,0,4,1,0,1,0,0,1,0,1
"2560689",0,1,4,1,0,0,1,1,3,0,1
"1737463",0,0,0,1,0,0,0,1,0,2,2
"2733115",0,0,0,1,0,0,1,0,7,0,14
"2484217",0,0,1,1,0,0,0,0,0,0,0
"1128071",0,0,0,1,0,0,0,0,0,0,1
"2560132",0,0,2,2,0,0,0,0,1,0,0
"2169963",1,0,3,1,1,1,0,0,0,4,2
"2732920",4,0,1,4,0,0,363,0,0,0,0
"2732933",0,0,2,1,3,0,0,0,1,0,1
"1910931",1,1,1,2,0,1,0,0,0,0,0
"1980928",1,0,0,1,1,0,1,0,0,0,0
"2175602",0,0,0,1,0,0,0,0,0,0,0
"2733979",0,0,0,1,0,0,0,0,0,0,0
"2732016",0,1,0,1,0,0,0,0,0,0,0
"62098",0,0,0,2,1,0,0,1,0,0,0
"97195",0,0,3,1,0,0,0,0,0,0,1
"10537",0,0,0,1,0,1,0,0,0,0,0
"1273747",0,1,3,1,2,3,0,0,5,1,4
"2560252",0,0,0,1,0,0,0,0,1,0,0
"332096",1,0,0,1,0,0,0,0,0,0,0
"10454",0,1,4,1,0,4,0,0,0,4,5
"58094",0,1,0,1,1,1,0,1,0,0,2
"1986291",2,0,0,1,0,0,0,0,1,1,0
"935650",0,0,2,1,0,0,0,0,0,1,1
"1507984",0,0,0,1,0,0,0,0,0,0,0
"512792",0,0,0,1,0,0,0,0,0,0,0
"71253",0,0,1,0,0,0,0,0,0,0,0
"122866",0,0,1,0,1,0,1,0,0,0,0
"1178537",1,2,1,0,0,0,1,1,2,1,1
"271881",0,2,3,0,1,0,0,0,1,0,0
"2685106",0,0,1,0,0,0,0,0,0,0,0
"150055",0,0,2,0,1,0,2,1,2,4,0
"1433513",1,0,1,0,0,2,0,2,2,0,3
"2633649",0,0,3,0,0,0,0,0,0,0,2
"29323",0,0,2,0,0,2,0,2,0,0,0
"413888",1,3,2,0,2,5,0,2,2,1,2
"1287640",0,0,4,0,0,0,1,0,3,3,1
"1541975",0,0,1,0,0,0,0,0,0,0,0
"171632",1,0,3,0,1,1,0,1,1,1,0
"92401",0,0,1,0,0,3,0,4,2,0,3
"538220",1,3,1,0,0,0,0,0,3,0,0
"33923",1,1,2,0,0,1,0,0,1,1,0
"2133",1,0,7,0,1,0,0,2,1,2,0
"216936",1,0,3,0,2,3,0,2,4,0,5
"1114980",0,0,1,0,0,0,0,0,0,0,0
"215578",2,0,1,0,1,2,0,1,2,2,1
"1120045",3,0,1,0,0,0,0,0,1,0,0
"34021",9,1,7,0,2,8,3,4,7,0,0
"281",0,0,1,0,0,1,0,1,0,0,0
"1933911",0,4,1,0,0,0,0,0,5,0,0
"803",1,10,6,0,0,0,1,2,5,0,7
"190650",0,1,1,0,0,0,0,0,0,0,0
"1179817",0,0,1,0,0,0,0,0,0,0,1
"543891",0,2,2,0,1,0,3,1,0,1,1
"1840323",0,0,1,0,0,0,0,0,0,0,0
"152500",0,1,1,0,1,0,2,0,0,3,2
"312153",2,1,1,0,1,0,0,0,4,0,2
"1449778",0,0,2,0,14,0,0,0,0,0,0
"935588",8,5,7,0,0,0,0,2,2,2,1
"2661583",6,4,5,0,3,2,0,1,11,2,4
"669502",2,2,2,0,2,1,1,0,3,0,0
"545908",0,0,2,0,0,0,0,2,0,1,3
"1329969",2,0,1,0,0,0,0,0,0,1,0
"2730846",0,0,1,0,0,0,0,0,0,0,0
"1848517",0,0,2,0,0,0,0,1,2,1,0
"2742646",0,1,1,0,0,1,0,0,0,0,0
"1905288",0,1,1,0,0,0,0,0,0,2,2
"640131",3,2,1,0,1,3,0,1,0,0,3
"2807631",2,1,3,0,2,0,0,1,0,1,4
"2742662",0,0,3,0,0,0,0,0,0,0,0
"2742653",0,0,1,0,1,1,0,0,2,0,0
"184912",1,2,1,0,0,0,0,1,1,1,3
"2683822",0,1,1,0,1,0,0,0,3,1,1
"2742659",0,0,1,0,0,0,0,0,0,0,0
"290339",0,1,1,0,1,0,0,0,0,0,0
"1286170",0,0,4,0,0,3,0,2,0,2,0
"2577118",0,0,1,0,0,0,0,0,0,0,1
"2603836",0,1,1,0,0,0,0,2,0,0,0
"1358422",0,0,1,0,0,0,0,0,0,1,1
"1446701",0,0,1,0,0,0,0,0,0,0,1
"2778655",0,0,1,0,0,0,0,1,2,2,1
"2778657",0,0,1,0,0,0,1,0,0,0,0
"2027293",0,0,1,0,0,0,0,0,0,0,0
"1050617",1,0,1,0,0,0,0,0,0,0,0
"1302410",1,0,1,0,0,0,0,0,0,1,0
"2675774",0,0,3,0,0,0,0,0,0,0,2
"2675773",13,3,1,0,5,6,0,15,13,9,12
"1401254",0,1,3,0,0,0,0,1,0,0,1
"631",5,5,5,0,2,3,2,1,3,1,4
"706191",2,0,2,0,0,2,2,2,0,1,4
"1095774",0,3,1,0,0,4,0,0,3,0,2
"98795",0,2,4,0,1,1,0,0,4,1,1
"2315801",1,1,4,0,0,0,0,1,1,1,0
"1241835",2,0,2,0,0,4,0,0,1,1,1
"118109",0,4,1,0,0,1,0,0,1,1,0
"2518974",0,0,1,0,0,2,0,0,2,1,1
"668607",0,5,1,0,0,2,0,1,1,1,2
"1224152",0,0,1,0,0,0,0,0,0,0,0
"561231",0,0,1,0,0,1,0,1,1,3,0
"598467",0,1,1,0,1,0,0,0,0,0,0
"2027290",1,0,1,0,0,0,0,0,1,0,0
"2633465",0,0,1,0,1,0,0,0,0,1,0
"63612",1,0,1,0,0,0,0,0,0,0,1
"2661587",0,1,2,0,0,0,0,0,0,1,1
"1416915",0,1,3,0,0,0,0,0,0,0,1
"693970",0,4,5,0,0,1,1,2,0,0,0
"399599",0,1,1,0,0,0,0,0,0,0,0
"693973",0,0,1,0,0,0,0,0,0,0,0
"316275",0,1,1,0,0,0,0,0,0,0,2
"80852",0,0,1,0,0,0,0,0,0,0,0
"434270",1,2,1,0,0,0,0,1,0,0,0
"716",6,3,9,0,0,6,1,2,1,0,5
"1433287",0,0,1,0,0,0,0,1,2,0,0
"1222034",0,0,2,0,0,0,0,0,0,0,1
"1275971",0,0,2,0,0,0,0,1,0,0,0
"1263829",0,1,1,0,0,0,0,0,0,0,0
"97084",0,0,41,0,4,0,7,0,0,0,0
"999434",2,1,4,0,0,0,0,0,1,0,1
"545776",3,2,1,0,1,2,0,0,1,0,8
"142",0,0,2,0,0,3,0,1,2,2,2
"1155096",3,1,1,0,0,0,0,0,2,0,0
"412418",0,0,2,0,0,0,0,0,0,0,0
"498738",1,0,2,0,0,0,0,0,0,0,0
"445984",0,0,1,0,0,0,0,0,1,0,0
"445985",0,0,1,0,0,0,0,0,0,0,0
"176",0,1,1,0,1,0,0,0,0,0,0
"44275",0,0,1,0,0,0,0,0,0,0,0
"338215",0,1,1,0,0,0,0,0,0,0,1
"126738",0,0,1,0,0,0,0,1,1,1,0
"590168",3,1,6,0,0,3,0,1,0,2,3
"1307443",0,0,3,0,0,0,0,0,0,0,0
"157688",1,1,5,0,1,3,0,0,4,2,5
"2703941",0,0,3,0,0,4,0,0,0,0,0
"58024",0,0,3,0,0,0,0,0,0,0,0
"2510508",0,1,5,0,1,0,0,0,0,0,1
"2794946",0,1,4,0,0,0,0,0,1,0,1
"10704",1,0,3,0,0,0,1,5,1,1,2
"2301621",0,7,3,0,1635,0,1,0,1,0,0
"1873985",0,1,2,0,0,0,0,1,0,0,0
"2713262",0,2,2,0,1,0,0,0,0,0,0
