"","X9JUZM2TOMPOOB100355.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"1921016",0,0,0,0,0,0,1,0,1,0,0
"2560335",0,0,0,0,0,0,0,0,0,0,0
"2732970",0,0,0,1,0,0,0,0,0,0,0
"1857846",0,1,0,0,0,1,1,1,0,0,0
"2732969",0,0,0,1,0,0,0,0,1,0,0
"632112",0,0,0,0,0,0,0,0,0,0,1
"1857844",0,3,0,1,0,0,0,2,1,0,1
"2041210",0,0,0,0,0,0,0,0,0,0,0
"2510941",0,0,0,0,0,0,0,0,0,1,1
"2560112",0,9,0,1,0,0,0,0,0,1,0
"2560156",0,0,0,0,0,1,0,1,1,1,0
"2733998",0,1,0,0,0,0,0,0,0,0,0
"2733999",0,0,0,0,0,0,0,0,0,0,0
"187218",0,1,0,6,0,2,0,6,0,3,0
"2733996",0,0,0,0,0,0,0,0,1,0,0
"1978922",0,4,2,1,0,0,1,0,0,1,0
"2555548",0,0,0,3,1,0,1,2,0,0,2
"1636182",0,0,0,0,0,0,1,0,2,1,1
"2099338",0,0,0,0,0,0,0,0,0,0,0
"2267403",0,0,0,0,0,1,0,0,0,0,0
"2419930",0,1,0,0,0,0,2,0,0,2,0
"2601680",0,0,1,2,0,0,0,0,0,1,0
"2169532",0,2,0,0,0,0,0,1,2,4,1
"2169536",0,1,0,2,0,1,0,0,0,0,1
"2731622",0,0,0,0,0,0,0,0,0,0,0
"2734031",0,5,0,0,0,1,0,0,0,0,1
"2732068",0,0,0,0,0,0,0,0,0,0,0
"2560227",0,0,0,0,0,0,0,0,1,0,1
"2734037",0,0,0,0,0,0,0,0,0,0,0
"2732062",0,0,0,0,0,0,0,0,0,0,0
"1920866",0,0,0,0,0,0,0,0,0,0,0
"2734029",0,0,0,1,0,0,0,0,1,0,0
"10294",5,37,21,37,4,27,26,55,49,20,29
"10319",5,32,8,33,2,27,24,26,26,17,16
"180252",1,2,3,5,0,5,3,6,4,1,2
"180255",0,2,1,2,0,5,9,3,4,4,4
"10358",2,22,5,22,2,6,16,18,14,11,15
"10365",2,12,4,10,2,9,9,10,23,10,13
"10397",1,3,6,7,3,9,3,11,3,2,8
"40272",0,4,1,7,0,2,1,4,2,1,0
"548689",2,5,2,25,1,0,0,2,4,2,3
"33706",0,2,0,4,0,1,2,0,2,3,2
"10379",0,3,0,2,0,3,0,0,1,1,4
"10375",0,3,2,2,2,3,3,1,2,2,1
"548687",0,1,0,3,1,1,0,2,2,0,1
"35249",0,3,0,6,0,2,3,4,1,2,4
"548688",0,7,2,3,0,2,2,4,7,2,3
"180230",0,6,0,7,0,7,4,6,6,4,4
"10401",1,1,0,0,0,1,1,2,1,0,6
"508441",0,0,0,0,0,1,0,0,0,1,0
"389214",0,1,1,2,0,2,1,2,2,1,0
"1513231",0,0,0,3,0,0,0,0,0,1,0
"1349409",3,36,23,57,6,45,29,39,56,33,55
"2107708",3,20,14,40,4,28,13,29,28,19,24
"1349410",5,45,13,43,6,25,17,45,55,24,24
"2107709",4,27,16,37,1,26,19,22,26,20,19
"1605721",5,25,10,58,4,27,14,28,31,33,37
"2107707",5,17,8,16,5,19,26,17,22,9,26
"1450746",0,1,1,3,0,1,1,35,3,2,0
"1903266",0,4,0,1,0,0,0,4,1,1,2
"1100043",0,3,0,3,0,4,4,3,3,1,3
"762905",0,0,0,0,0,0,0,0,0,0,0
"1262528",1,1,1,4,0,1,0,0,1,0,0
"1273751",0,0,0,0,1,0,0,0,2,0,1
"1262530",0,2,0,0,0,0,0,0,1,1,0
"1273748",0,0,0,3,1,3,0,0,0,1,2
"1273749",0,2,2,3,0,1,1,0,3,0,1
"1273752",0,1,1,0,0,1,0,0,2,1,0
"1454028",0,0,0,0,0,0,0,0,0,0,0
"1592101",0,0,0,0,0,0,0,0,0,0,0
"1391455",0,0,0,0,0,0,0,0,0,0,0
"1678078",0,9,5,8,3,5,8,5,12,6,5
"1500510",0,0,0,0,0,0,0,0,0,0,0
"1758881",0,0,0,0,0,0,0,0,0,0,0
"1932881",0,2,0,1,1,2,0,1,1,0,0
"1685767",0,0,0,1,0,0,0,0,0,0,0
"10257",7,20,9,26,3,15,12,23,15,11,17
"2733300",2,7,3,9,0,10,3,14,14,9,7
"1285599",0,6,1,14,0,5,3,9,4,5,6
"10260",2,2,1,4,0,0,2,3,4,3,2
"10278",1,0,4,4,1,8,4,3,9,3,12
"10242",2,2,4,1,0,0,0,1,2,0,1
"2733301",0,0,0,1,0,0,0,0,0,0,1
"573055",0,0,0,1,0,0,0,0,0,0,0
"2733302",0,2,1,2,0,0,0,1,1,0,0
"10497",0,3,0,6,0,2,1,0,1,2,0
"10491",5,1,0,4,0,3,1,3,0,1,2
"10487",0,0,0,7,0,0,0,0,1,1,0
"10492",0,0,1,2,0,0,0,2,1,0,3
"10494",0,0,0,3,0,2,0,0,1,0,0
"308906",0,0,0,0,0,1,0,1,2,0,0
"1813598",1,4,4,6,0,2,2,3,8,4,7
"1421067",0,0,1,0,0,0,1,3,1,0,0
"999883",0,0,1,2,0,1,0,4,0,0,0
"113366",0,1,0,0,0,2,0,0,2,2,1
"328613",0,0,0,0,0,0,0,0,0,1,0
"880158",1,5,1,36,3,8,3,8,12,5,13
"381899",0,0,1,0,0,0,0,0,2,0,0
"46021",0,0,0,1,0,0,0,0,0,2,0
"322019",0,3,0,0,0,0,0,4,0,0,1
"346674",0,1,3,2,0,2,0,1,2,0,0
"2023057",1,5,10,11,1,2,3,4,3,5,60
"1474867",0,0,3,3,0,0,0,0,0,0,0
"358403",1,1,0,1,0,0,0,0,0,0,0
"37665",0,0,0,2,0,0,0,0,1,0,3
"181082",0,0,1,1,2,2,0,1,0,0,0
"2501774",3,6,0,5,0,0,1,4,5,16,12
"985782",0,11,2,5,0,2,1,1,2,4,4
"1513235",0,2,1,2,0,0,0,0,1,0,0
"413684",0,1,0,0,0,2,1,0,0,1,1
"130310",0,0,0,0,0,0,0,1,2,0,0
"130308",0,1,1,4,0,2,2,0,0,1,2
"2015370",0,0,0,1,0,1,0,1,0,1,0
"1962299",0,1,0,0,0,0,0,0,1,0,0
"1146873",0,0,1,11,3,1,0,0,1,1,0
"1986017",0,0,0,0,0,0,0,0,0,0,0
"1986019",0,0,0,0,0,1,0,1,0,0,0
"1986022",0,0,0,0,0,1,1,0,0,0,0
"130369",0,0,0,4,0,0,0,0,1,0,1
"2015375",0,0,0,0,0,0,0,0,0,0,0
"2170000",0,0,0,0,0,0,0,0,0,0,0
"2170002",0,0,0,0,0,0,0,0,0,0,0
"108098",0,0,0,0,0,0,0,0,0,0,0
"1548417",0,1,0,1,1,1,2,0,1,2,3
"190064",1,0,0,0,0,0,0,0,0,0,0
"2003673",0,0,0,0,0,0,0,0,1,0,0
"1557035",0,0,0,1,0,0,0,0,0,0,0
"1154689",0,2,1,2,0,2,1,1,1,1,1
"1282967",0,2,0,3,0,0,0,0,0,0,0
"2049890",0,1,1,3,0,0,2,0,1,0,1
"1172985",1,4,0,0,0,0,0,0,3,0,0
"1983570",0,0,0,0,0,0,0,0,0,0,0
"11103",0,0,0,1,0,1,0,0,0,0,0
"2008770",0,0,0,0,0,0,0,0,0,0,0
"11083",0,0,0,0,0,0,0,0,0,0,0
"64319",0,0,0,3,0,0,0,0,0,0,0
"39686",0,1,0,0,0,0,0,2,0,0,0
"2170088",0,0,0,0,0,0,0,0,0,0,0
"2170085",0,0,0,0,0,0,0,0,0,0,0
"1985360",0,4,0,0,0,3,3,1,4,5,0
"135246",0,0,0,0,0,0,0,0,0,0,0
"84589",0,0,0,0,0,0,0,0,0,0,0
"45103",0,0,0,0,0,0,0,0,0,0,0
"1758139",0,0,0,0,0,0,0,0,0,0,0
"2316740",0,0,0,0,0,0,0,0,0,0,0
"327106",0,0,0,0,0,0,0,0,0,0,0
"12163",0,2,1,0,0,2,0,0,1,0,1
"1653394",0,1,0,0,0,0,0,0,1,3,0
"2560196",0,0,244,455,0,32,95,39,3,22,48
"11572",0,0,1,0,0,0,0,0,2,1,5
"2560074",0,0,0,2,0,1,0,1,1,3,0
"2734594",0,0,1,0,0,0,0,0,0,0,0
"1972611",0,1,1,0,0,0,4,2,2,0,3
"2733252",0,0,0,0,0,0,0,0,0,0,0
"2560069",0,1,0,1,0,0,1,2,2,0,0
"2560080",0,0,0,0,1,0,0,0,0,0,0
"186536",0,0,0,0,0,0,0,0,0,0,0
"2501931",1,2,1,9,0,3,5,2,3,0,3
"2501984",0,1,0,1,0,0,0,0,2,0,0
"2508228",0,0,0,0,0,0,0,0,0,0,0
"2499603",0,0,0,0,0,0,0,0,0,0,0
"2507288",0,1,0,0,0,0,1,0,0,0,0
"2170030",0,0,0,0,0,0,0,0,0,0,0
"32620",0,0,0,0,0,0,0,0,1,0,0
"185017",0,0,0,0,0,0,0,0,0,0,0
"397544",0,0,0,0,0,0,0,0,0,0,0
"42631",0,0,0,0,0,0,0,0,0,0,0
"48201",0,0,0,0,0,0,0,0,0,0,0
"1247114",0,0,0,0,0,0,0,0,0,0,0
"1906170",0,0,0,0,0,0,0,0,0,0,0
"2560353",0,0,0,0,0,0,0,0,0,0,0
"2560390",0,0,2,0,0,0,0,0,0,1,0
"327108",0,0,1,0,0,0,0,0,0,0,0
"1765754",0,0,0,0,0,0,0,0,0,0,0
"10882",0,2,0,1,0,0,0,1,2,0,0
"10979",0,0,0,0,0,1,0,0,1,1,0
"10985",0,0,0,0,0,1,0,0,0,0,0
"2169857",0,0,2,0,0,1,0,0,1,0,0
"343865",0,0,0,0,0,0,1,0,0,0,0
"1923146",1,0,0,0,0,0,0,0,0,0,0
"1923493",0,0,0,0,0,0,0,0,0,0,0
"1923186",0,0,0,0,0,0,0,0,0,0,0
"1923655",0,1,0,0,0,0,0,0,0,0,0
"1922431",0,0,0,0,0,0,0,0,0,0,0
"1923422",0,0,1,0,0,0,0,0,0,0,0
"1922703",0,0,0,0,0,0,0,0,0,0,0
"1923541",0,0,0,0,0,0,0,0,0,0,0
"1923487",0,0,0,0,0,0,1,0,0,0,0
"1922745",0,0,0,0,0,0,0,0,0,0,0
"1922602",0,0,0,0,0,0,0,0,0,0,0
"1922742",0,0,1,0,0,0,0,0,0,0,0
"1923336",0,0,0,0,0,0,0,0,0,0,0
"1922448",0,0,0,0,0,0,0,0,0,0,0
"1923671",0,0,0,0,0,0,0,0,0,0,0
"1922896",0,0,0,0,0,0,0,0,0,0,0
"1922901",0,0,0,0,0,0,0,0,0,0,0
"75914",0,0,0,0,0,0,0,0,0,0,0
"1500866",0,0,0,0,0,0,0,0,0,0,0
"1088890",0,0,0,0,0,0,0,0,0,0,0
"11646",0,0,1,0,0,0,0,0,1,1,0
"10449",0,8,0,7,0,2,1,6,5,2,4
"307461",0,0,1,0,0,0,0,0,0,0,0
"542343",0,1,0,0,0,0,0,0,0,0,0
"566270",0,0,1,1,0,0,1,0,0,0,0
"1346829",0,5,1,1,1,2,2,0,1,0,1
"1307956",0,0,1,1,0,0,0,1,0,0,0
"262177",0,3,0,0,0,2,0,4,3,1,6
"46242",0,0,0,0,0,0,0,1,0,1,0
"28288",0,2,0,0,0,3,1,1,0,0,0
"307467",0,3,1,0,0,1,0,0,0,0,1
"10456",1,1,0,0,0,2,0,0,1,1,1
"332054",0,2,0,0,1,1,0,0,0,0,0
"224399",0,1,0,0,0,0,0,1,1,1,0
"74660",0,0,0,0,0,0,0,0,0,1,0
"208973",0,0,0,8,0,1,0,0,0,0,0
"1592335",0,0,0,0,0,0,0,0,0,0,0
"1307954",0,0,0,0,0,0,0,0,0,0,0
"98383",0,0,1,0,0,0,0,0,0,0,0
"1750712",0,0,1,0,0,0,0,0,1,1,0
"1986290",0,0,0,0,0,0,0,0,1,0,0
"56947",0,1,0,0,0,0,0,1,0,0,0
"2169615",0,0,0,0,1,0,0,0,0,0,1
"1921823",0,0,0,0,0,0,0,0,0,0,0
"333750",0,0,0,3,0,0,0,0,0,0,0
"334211",0,0,0,0,0,1,0,0,0,0,1
"1507401",0,0,0,0,0,0,0,1,0,0,0
"10806",0,0,0,0,0,0,0,0,0,0,0
"367850",0,0,0,0,0,0,0,0,0,0,0
"932070",0,0,0,0,0,1,1,0,1,0,2
"263793",0,0,0,0,0,0,0,0,0,0,0
"1618233",0,0,0,0,0,0,0,0,0,0,0
"2011080",0,0,0,0,0,0,0,0,2,0,0
"2734333",0,1,1,1,0,1,0,1,0,0,0
"2072209",0,0,0,1,0,0,0,0,0,1,2
"1654582",0,0,0,0,0,1,0,2,0,0,1
"2057187",0,0,0,0,0,1,0,0,0,0,0
"39640",0,0,0,5,0,0,0,0,0,0,0
"53988",0,0,0,0,0,0,0,0,0,0,0
"419435",0,0,0,1,0,1,1,0,0,1,1
"342409",0,0,0,2,0,4,0,1,0,1,0
"346883",0,0,0,0,0,0,0,0,0,0,0
"346884",0,0,0,2,0,0,0,0,0,0,0
"351054",0,0,0,0,0,0,0,0,0,0,0
"2776735",0,1,0,2,1,0,0,0,0,0,0
"1619215",0,0,0,0,0,0,0,0,0,0,0
"687342",0,0,0,0,0,0,0,0,0,0,0
"1123964",0,0,0,0,0,0,0,0,1,1,0
"858422",979,0,1442,5437,354,0,0,2545,0,0,0
"40137",146,0,0,0,0,0,0,0,0,0,0
"531813",60,556,0,3365,735,540,492,465,591,528,0
"33047",1,0,6,0,0,0,0,0,0,0,0
"35806",95,0,0,0,0,0,0,0,0,0,0
"92945",36,225,0,0,103,211,182,214,263,0,299
"88688",139,981,0,2835,596,1064,748,843,1268,1122,1503
"80869",94,432,0,1142,104,444,340,423,556,320,443
"757424",2,0,0,0,0,0,0,0,1,0,0
"847",8,66,74,311,40,51,65,72,63,58,88
"942513",1,2,2,3,0,0,0,0,0,0,0
"40216",3,19,7,0,0,0,11,0,0,0,0
"28090",2,0,11,0,0,15,13,0,0,0,29
"283686",2,0,0,0,6,0,0,0,0,0,0
"413503",4,36,33,72,9,54,0,35,48,0,0
"1920116",1,0,0,0,0,0,0,0,0,0,0
"1334193",15,0,0,0,0,0,0,0,0,0,0
"623",3,0,3,0,1,5,5,7,0,4,3
"28151",9,0,0,0,0,0,0,0,0,0,0
"614",5,0,0,0,0,0,0,0,0,36,0
"552",3,54,0,0,20,0,0,0,0,39,0
"118117",1,1,0,2,1,3,0,3,2,0,1
"69223",10,0,58,224,20,102,99,93,120,81,144
"204039",9,0,0,0,19,0,0,0,0,0,0
"636",16,122,82,216,0,121,108,0,146,0,147
"569",2,0,18,0,5,0,0,0,0,0,0
"587",6,0,30,102,30,30,28,24,0,21,0
"582",14,0,84,0,49,0,0,105,132,74,0
"114185",1,0,0,0,3,0,0,0,0,3,0
"2785913",1,2,0,1,4,1,0,3,3,2,1
"402882",1,1,2,7,2,1,2,1,2,0,4
"2490635",1,5,2,4,0,8,2,2,2,0,4
"43657",3,0,0,0,8,0,0,0,0,21,0
"654",64,0,0,0,0,0,0,0,0,0,0
"29494",12,0,0,0,0,0,0,0,0,65,0
"672",11,0,0,0,18,0,0,0,0,0,0
"777",5,0,0,0,0,0,0,0,37,0,0
"34067",2,0,0,0,0,0,0,0,0,0,0
"28110",1,0,2,0,3,2,6,1,0,1,7
"1869285",1,0,0,0,0,0,0,0,1,0,0
"1541743",1,0,0,0,0,0,0,0,0,0,0
"1972134",1,0,0,1,0,0,0,0,0,0,0
"209841",2,1,0,0,0,1,0,1,0,0,0
"85404",2,0,0,0,1,0,14,0,0,3,0
"729",3,0,0,0,8,0,0,16,28,16,39
"727",2,17,9,64,0,0,0,12,0,13,20
"732",1,0,0,0,0,0,0,0,0,9,0
"731",2,0,6,0,2,0,0,0,7,0,0
"697331",2,0,0,0,3,0,0,0,0,0,0
"45498",1,4,0,7,0,2,1,1,0,2,3
"1923",1,3,1,1,0,4,1,1,0,0,2
"68242",1,0,0,0,0,0,0,1,0,1,0
"394098",2,0,0,49,32,0,0,0,0,0,0
"165096",1,6,1,14,3,2,3,0,2,1,3
"227388",2,0,0,0,0,0,0,0,0,0,0
"216945",1,0,1,10,1,3,1,0,2,6,2
"324078",1,1,0,2,1,0,0,1,0,1,4
"85628",1,0,2,5,0,0,0,2,1,0,1
"409322",1,0,2,20,1,0,7,12,5,0,0
"64895",2,0,0,0,0,0,0,0,0,0,0
"28183",4,0,0,0,0,46,0,0,0,0,31
"174",2,11,3,0,0,10,8,0,12,13,11
"93466",1,0,0,0,2,5,0,0,0,0,0
"2676525",1,0,0,0,0,0,0,0,0,0,0
"160798",1,0,5,0,0,0,9,0,0,0,0
"859",1,0,0,0,1,0,0,0,0,0,0
"2234",2,13,5,0,2,0,0,0,0,0,0
"2684913",1,0,0,0,1,0,0,0,0,0,0
"498374",3,0,0,0,2,0,0,0,0,0,0
"2301714",1,0,0,2,0,1,3,0,3,2,1
"754044",1,0,1,0,0,0,0,0,0,1,0
"2250335",1,2,0,0,0,2,0,0,0,2,0
"2218618",1,1,0,0,0,0,0,0,0,1,1
"2003504",1,0,1,0,0,0,0,0,0,0,0
"2560488",1,3,1,2,0,0,0,1,3,2,3
"2170254",1,1,1,2,0,0,0,3,0,1,0
"205875",1,0,0,0,0,1,0,1,0,0,0
"1982256",1,0,1,0,0,0,0,0,0,0,0
"1188794",1,0,0,0,0,0,0,0,0,0,0
"1982153",1,0,0,0,0,0,0,0,0,0,0
"1982219",1,0,0,0,0,0,0,0,0,0,0
"2734253",1,2,1,3,1,1,1,2,1,0,2
"1623292",1,0,2,0,2,0,0,3,0,0,0
"2734271",1,0,0,0,0,0,0,1,2,1,1
"2733208",1,0,0,0,1,0,4,0,0,0,0
"1623284",1,9,2,0,0,2,7,10,0,0,0
"2696379",1,0,0,0,0,0,1,0,0,0,0
"238854",1,0,2,3,0,4,1,1,0,0,5
"2733124",1,0,0,0,0,0,0,0,0,1,0
"2734096",1,1,0,2,0,1,0,0,1,0,1
"2560689",1,0,1,2,1,0,0,2,0,0,3
"1737463",1,1,1,1,0,0,2,0,0,0,0
"2733115",1,0,0,0,1,0,0,0,2,0,7
"2484217",1,0,0,1,0,0,0,0,1,0,0
"1128071",1,0,0,0,0,0,0,0,0,0,0
"2560132",2,0,0,4,0,0,0,0,0,0,1
"2169963",1,4,0,1,0,1,6,0,1,1,0
"2732920",4,0,0,92,363,0,0,0,1,0,0
"2732933",1,0,0,1,0,0,0,2,0,0,1
"1910931",2,2,0,2,0,1,0,1,1,1,0
"1980928",1,0,0,0,1,0,0,0,0,0,0
"2175602",1,0,0,0,0,0,0,0,0,0,0
"2733979",1,0,0,0,0,0,0,0,0,0,0
"2732016",1,0,0,1,0,0,0,0,1,0,0
"62098",2,1,1,0,0,0,1,0,0,1,0
"97195",1,0,0,1,0,0,0,0,1,0,0
"10537",1,0,0,0,0,1,0,0,0,0,0
"1273747",1,2,0,4,0,3,2,1,0,0,5
"2560252",1,0,0,0,0,0,0,0,0,0,1
"332096",1,0,0,0,0,0,0,0,0,0,0
"10454",1,0,0,0,0,4,3,1,67,19,0
"58094",1,0,1,1,0,1,0,1,0,0,0
"1986291",1,0,0,0,0,0,0,0,0,0,1
"935650",1,0,0,1,0,0,0,0,0,0,0
"1507984",1,0,0,0,0,0,0,0,0,0,0
"512792",1,0,0,0,0,0,0,0,0,1,0
"71253",0,1,0,0,0,0,0,0,1,0,0
"122866",0,0,0,0,1,0,0,0,1,0,0
"1178537",0,1,1,8,1,0,0,1,4,3,2
"271881",0,0,0,22,0,0,0,1,0,0,1
"2685106",0,0,0,0,0,0,0,0,2,0,0
"150055",0,0,1,4,2,0,0,0,1,0,2
"1433513",0,1,2,2,0,2,0,1,1,1,2
"2633649",0,0,0,0,0,0,0,0,2,0,0
"29323",0,1,2,4,0,2,0,0,0,0,0
"413888",0,1,2,8,0,5,1,3,0,3,2
"1287640",0,3,0,2,1,0,3,1,6,1,3
"1541975",0,0,0,0,0,0,0,0,0,0,0
"171632",0,0,1,5,0,1,1,1,1,1,1
"92401",0,0,4,1,0,3,1,1,1,0,2
"538220",0,2,0,6,0,0,0,2,2,2,3
"33923",0,1,0,12,0,1,0,1,2,2,1
"2133",0,1,2,0,0,0,2,1,0,2,1
"216936",0,3,2,6,0,3,1,3,1,0,4
"1114980",0,0,0,0,0,0,0,0,0,1,0
"215578",0,0,1,6,0,2,0,0,1,0,2
"1120045",0,3,0,5,0,0,0,0,1,0,1
"34021",0,0,4,16,3,8,12,0,0,0,7
"281",0,0,1,1,0,1,0,0,0,0,0
"1933911",0,0,0,0,0,0,0,0,0,0,5
"803",0,0,2,16,1,0,0,4,3,0,5
"190650",0,0,0,0,0,0,0,0,1,0,0
"1179817",0,0,0,1,0,0,0,0,0,1,0
"543891",0,1,1,4,3,0,2,2,0,2,0
"1840323",0,0,0,0,0,0,0,0,0,0,0
"152500",0,1,0,1,2,0,0,0,4,3,0
"312153",0,0,0,2,0,0,1,0,0,0,4
"1449778",0,0,0,16,0,0,0,0,0,1,0
"935588",0,1,2,2,0,0,2,0,1,1,2
"2661583",0,2,1,6,0,2,3,4,3,1,11
"669502",0,3,0,9,1,1,0,0,2,1,3
"545908",0,1,2,0,0,0,3,1,0,0,0
"1329969",0,0,0,0,0,0,0,0,0,0,0
"2730846",0,0,0,0,0,0,0,0,0,0,0
"1848517",0,2,1,0,0,0,1,1,1,0,2
"2742646",0,0,0,0,0,1,1,0,1,0,0
"1905288",0,0,0,0,0,0,1,0,0,0,0
"640131",0,1,1,0,0,3,0,0,0,1,0
"2807631",0,2,1,2,0,0,1,0,1,0,0
"2742662",0,0,0,1,0,0,0,1,0,0,0
"2742653",0,0,0,9,0,1,0,1,1,0,2
"184912",0,2,1,4,0,0,1,0,1,1,1
"2683822",0,0,0,14,0,0,1,0,1,2,3
"2742659",0,0,0,0,0,0,0,0,0,0,0
"290339",0,0,0,0,0,0,0,0,0,0,0
"1286170",0,1,2,2,0,3,0,1,2,0,0
"2577118",0,0,0,0,0,0,0,0,2,0,0
"2603836",0,0,2,3,0,0,0,0,1,1,0
"1358422",0,0,0,1,0,0,0,0,0,0,0
"1446701",0,0,0,0,0,0,1,0,0,0,0
"2778655",0,0,1,0,0,0,1,0,2,0,2
"2778657",0,0,0,0,1,0,0,0,0,0,0
"2027293",0,0,0,0,0,0,0,1,0,0,0
"1050617",0,0,0,0,0,0,0,0,0,0,0
"1302410",0,1,0,4,0,0,0,2,0,0,0
"2675774",0,0,0,0,0,0,0,0,1,1,0
"2675773",0,0,15,91,0,6,14,3,2,18,13
"1401254",0,0,1,0,0,0,0,0,0,0,0
"631",0,8,1,13,2,3,4,5,2,4,3
"706191",0,1,2,1,2,2,2,3,1,1,0
"1095774",0,2,0,1,0,4,1,2,2,2,3
"98795",0,2,0,3,0,1,1,1,3,0,4
"2315801",0,3,1,7,0,0,0,0,0,0,1
"1241835",0,1,0,1,0,4,0,0,0,0,1
"118109",0,0,0,5,0,1,1,2,3,0,1
"2518974",0,2,0,3,0,2,0,1,0,0,2
"668607",0,1,1,8,0,2,0,0,0,1,1
"1224152",0,0,0,0,0,0,0,0,0,0,0
"561231",0,2,1,4,0,1,0,0,0,1,1
"598467",0,0,0,0,0,0,0,0,0,0,0
"2027290",0,0,0,0,0,0,1,2,4,1,1
"2633465",0,2,0,1,0,0,0,0,29,0,0
"63612",0,1,0,1,0,0,0,0,0,0,0
"2661587",0,1,0,8,0,0,1,4,2,0,0
"1416915",0,0,0,1,0,0,0,0,0,0,0
"693970",0,0,2,1,1,1,0,0,0,0,0
"399599",0,0,0,1,0,0,0,0,0,0,0
"693973",0,0,0,0,0,0,0,0,0,0,0
"316275",0,0,0,0,0,0,0,0,1,0,0
"80852",0,0,0,0,0,0,0,0,0,0,0
"434270",0,0,1,0,0,0,0,0,0,0,0
"716",0,7,2,22,1,6,2,3,2,3,1
"1433287",0,0,1,2,0,0,0,0,0,0,2
"1222034",0,0,0,5,0,0,1,0,1,1,0
"1275971",0,0,1,1,0,0,0,0,0,0,0
"1263829",0,1,0,3,0,0,0,0,0,0,0
"97084",0,0,0,0,7,0,0,0,0,0,0
"999434",0,2,0,2,0,0,1,0,2,0,1
"545776",0,2,0,0,0,2,2,4,1,2,1
"142",0,0,1,0,0,3,0,2,0,1,2
"1155096",0,0,0,1,0,0,0,0,0,0,2
"412418",0,1,0,0,0,0,0,1,0,0,0
"498738",0,0,0,0,0,0,1,2,1,1,0
"445984",0,0,0,0,0,0,0,0,0,0,1
"445985",0,0,0,1,0,0,0,0,0,0,0
"176",0,1,0,5,0,0,0,0,0,0,0
"44275",0,0,0,0,0,0,0,0,0,0,0
"338215",0,0,0,4,0,0,0,0,0,0,0
"126738",0,0,1,0,0,0,0,1,0,0,1
"590168",0,2,1,11,0,3,0,0,2,0,0
"1307443",0,0,0,1,0,0,0,0,0,0,0
"157688",0,1,0,19,0,3,1,3,3,0,4
"2703941",0,0,0,0,0,4,0,1,1,0,0
"58024",0,0,0,0,0,0,0,0,0,0,0
"2510508",0,0,0,2,0,0,1,1,1,0,0
"2794946",0,3,0,1,0,0,0,3,1,0,1
"10704",0,0,5,4,1,0,0,0,1,1,1
"2301621",0,0,0,3,1,0,0,2,6,335,1
"1873985",0,0,1,0,0,0,0,0,0,1,0
"2713262",0,1,0,0,0,0,1,2,0,0,0
"2662138",0,1,1,1,0,0,3,1,0,0,0
"754070",0,0,0,0,0,1,0,1,0,0,0
"994601",0,0,0,0,0,0,0,1,0,0,0
"2283267",0,0,0,0,0,0,0,0,1,0,0
"2041344",0,0,0,2,0,3,0,0,1,2,0
"2026102",0,0,0,0,0,2,2,2,1,1,0
"641487",0,0,0,0,0,0,0,0,0,0,0
"2656529",0,0,0,0,0,0,0,0,0,0,0
"1414739",0,1,0,0,0,1,0,0,1,0,0
"1131316",0,0,0,2,0,1,1,2,1,4,3
"1587907",0,0,0,0,0,0,0,0,0,0,0
"573591",0,0,0,1,0,0,0,1,0,0,0
"1582151",0,0,0,0,0,0,0,0,0,0,0
"1126885",0,0,0,0,0,0,0,0,0,0,0
"1105171",0,0,0,0,0,0,0,0,0,0,0
"2662295",0,0,0,0,0,1,0,2,0,0,2
"294382",0,0,0,0,0,0,0,0,0,0,0
"741942",0,0,0,1,0,1,0,0,0,0,0
"2599849",0,0,1,0,0,0,0,0,0,0,0
"2059855",0,1,0,0,0,0,0,1,0,0,0
"2079417",0,0,0,3,0,0,0,0,0,0,0
"1500757",0,0,1,2,0,0,0,1,0,1,0
"1161901",0,0,0,0,0,0,0,0,0,0,0
"2725616",0,1,0,0,0,0,0,0,1,0,0
"1718278",0,0,0,0,1,0,0,1,0,2,0
"437329",0,0,0,1,0,1,0,0,0,0,0
"1051143",0,0,0,0,0,0,0,0,0,0,0
"1225862",0,0,0,0,0,0,0,0,0,0,1
"540068",0,1,0,1,0,0,1,0,0,1,0
"540065",0,0,0,0,0,0,0,0,0,0,0
"1993876",0,0,0,0,0,0,0,0,0,0,0
"1993867",0,0,0,0,0,1,0,0,0,0,1
"2560512",0,0,0,2,0,0,0,0,0,0,0
"205876",0,0,0,0,0,0,0,0,0,0,0
"2306284",0,2,1,0,2,3,1,3,3,0,2
"2560783",0,0,2,12,7,0,1,0,3,0,2
"2049886",0,0,1,1,0,0,0,3,0,1,1
"2560594",0,0,0,1,1,2,0,0,1,1,0
"861047",0,0,0,0,0,1,0,0,1,1,0
"466051",0,0,0,0,0,1,1,1,0,0,0
