"","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report"
"2184035",0,0,0,0,0,0,0,0,0,0,0
"279280",1,1,0,0,2,1,1,1,3,0,0
"2734260",0,0,0,0,0,1,0,0,0,0,1
"2560658",0,2,1,1,0,0,0,0,0,1,0
"2560692",0,1,0,0,0,0,0,0,0,0,0
"2047764",0,0,0,0,0,0,0,0,0,0,0
"1231360",0,0,0,0,0,0,0,0,0,0,0
"2734187",0,0,0,0,2,0,0,0,0,0,0
"388452",1,0,0,0,0,0,0,0,0,0,0
"10752",0,0,0,0,0,0,0,0,0,0,0
"2734191",0,0,0,0,0,0,0,0,0,0,0
"1985720",1,2,0,0,1,1,0,1,1,0,0
"2732686",1,1,1,0,0,2,0,0,1,1,0
"110456",0,0,2,0,0,0,0,2,2,0,0
"2732677",0,1,0,0,0,0,0,0,0,1,0
"2732683",0,2,2,0,0,2,0,2,0,1,1
"477967",1,3,0,0,2,3,2,2,1,0,1
"2732909",1,1,0,0,0,0,0,1,0,0,1
"2732929",0,1,1,1,7,7,2,2,1,1,1
"2732930",1,3,0,0,2,4,0,2,0,0,1
"2731677",2,1,0,0,0,3,0,2,3,0,1
"2731675",0,0,0,0,0,0,0,0,0,0,0
"2733956",1,1,0,1,0,1,0,2,0,0,0
"2733922",5,4,0,0,0,4,1,0,2,0,0
"2733941",0,1,0,0,0,2,0,3,0,2,0
"2733892",0,0,0,0,0,0,0,0,1,0,0
"1985736",2,0,1,0,5,0,0,0,0,0,1
"1985734",0,0,0,0,0,0,0,0,0,0,0
"1985730",8,3,2,3,1,2,0,0,0,1,0
"2733939",0,1,0,0,0,0,0,0,0,0,0
"151528",0,0,0,0,0,0,0,0,0,0,0
"1920774",2,1,0,0,1,1,0,1,1,2,0
"2733946",0,1,2,2,0,8,0,0,0,0,0
"2733945",0,0,0,0,0,0,0,0,0,0,0
"2731928",0,0,0,0,0,0,0,0,0,0,0
"2733920",0,1,0,0,0,0,0,0,0,0,0
"2733937",1,0,0,0,0,1,0,1,0,0,0
"2560657",0,0,0,0,0,1,0,0,0,1,0
"1415145",1,2,0,0,0,0,1,1,0,0,0
"2572874",20,48,22,20,23,23,1,53,11,25,7
"1911929",1,1,1,1,4,1,0,4,1,1,0
"1922327",3,4,2,2,1,1,1,2,1,0,0
"1921016",0,0,0,1,0,1,0,0,0,0,0
"2560335",0,0,0,0,0,0,0,1,0,0,0
"2732970",0,1,0,0,1,0,0,0,0,0,0
"1857846",1,0,0,1,0,0,0,0,0,0,0
"2732969",0,0,0,0,0,1,0,0,1,0,0
"632112",0,0,0,0,0,0,0,0,0,0,0
"1857844",2,1,0,0,0,1,0,2,0,0,0
"2041210",0,0,0,0,0,0,0,0,0,0,0
"2510941",0,0,0,0,0,0,0,0,0,1,0
"2560112",0,0,0,0,0,0,0,0,0,1,0
"2560156",1,0,0,0,0,1,0,1,0,1,0
"2733998",0,0,0,0,0,0,0,2,0,0,0
"2733999",0,1,1,0,0,0,0,0,0,0,0
"187218",6,2,0,0,0,0,0,5,0,3,0
"2733996",0,0,0,0,0,1,0,0,0,0,0
"1978922",0,3,0,1,1,0,0,2,2,1,2
"2555548",2,1,2,1,1,0,0,0,1,0,0
"1636182",0,0,0,1,0,2,0,0,0,1,0
"2099338",0,1,0,0,0,0,0,1,0,0,0
"2267403",0,0,0,0,0,0,0,2,0,0,0
"2419930",0,0,0,2,0,0,0,0,0,2,0
"2601680",0,1,0,0,0,0,0,0,0,1,1
"2169532",1,4,0,0,1,2,0,1,0,4,0
"2169536",0,1,0,0,0,0,0,0,1,0,0
"2731622",0,0,1,0,0,0,0,0,0,0,0
"2734031",0,0,0,0,0,0,0,0,1,0,0
"2732068",0,0,0,0,0,0,0,0,0,0,0
"2560227",0,0,0,0,0,1,0,1,0,0,0
"2734037",0,0,1,0,0,0,0,0,0,0,0
"2732062",0,0,1,0,0,0,0,0,2,0,0
"1920866",0,0,0,0,0,0,0,0,0,0,0
"2734029",0,0,0,0,0,1,0,0,0,0,0
"10294",55,46,39,26,38,49,5,66,23,20,21
"10319",26,40,24,24,32,26,5,57,16,17,8
"180252",6,4,1,3,6,4,1,5,2,1,3
"180255",3,4,9,9,1,4,0,5,3,4,1
"10358",18,17,20,16,17,14,2,21,5,11,5
"10365",10,16,9,9,19,23,2,19,7,10,4
"10397",11,5,8,3,12,3,1,18,3,2,6
"40272",4,0,3,1,2,2,0,3,1,1,1
"548689",2,2,1,0,4,4,2,3,2,2,2
"33706",0,0,1,2,3,2,0,5,2,3,0
"10379",0,0,3,0,3,1,0,6,1,1,0
"10375",1,2,1,3,4,2,0,2,0,2,2
"548687",2,0,1,0,0,2,0,5,2,0,0
"35249",4,2,1,3,1,1,0,1,1,2,0
"548688",4,3,3,2,5,7,0,5,2,2,2
"180230",6,10,3,4,5,6,0,23,1,4,0
"10401",2,1,0,1,3,1,1,3,0,0,0
"508441",0,1,0,0,1,0,0,0,0,1,0
"389214",2,0,1,1,1,2,0,0,1,1,1
"1513231",0,0,0,0,0,0,0,0,0,1,0
"1349409",39,68,37,29,39,56,3,63,23,33,23
"2107708",29,48,18,13,33,28,3,50,15,19,14
"1349410",45,55,32,17,53,55,5,91,28,24,13
"2107709",22,48,15,19,21,26,4,43,17,20,16
"1605721",28,40,26,14,38,31,5,42,11,33,10
"2107707",17,19,20,26,36,22,5,31,19,9,8
"1450746",35,1,19,1,1,3,0,0,5,2,1
"1903266",4,1,1,0,5,1,0,17,0,1,0
"1100043",3,1,2,4,2,3,0,1,0,1,0
"762905",0,0,0,0,0,0,0,0,0,0,0
"1262528",0,1,0,0,0,1,1,1,0,0,1
"1273751",0,2,3,0,0,2,0,2,0,0,0
"1262530",0,0,0,0,0,1,0,0,0,1,0
"1273748",0,2,1,0,0,0,0,1,0,1,0
"1273749",0,1,0,1,0,3,0,2,0,0,2
"1273752",0,0,1,0,0,2,0,0,0,1,1
"1454028",0,0,0,0,0,0,0,0,0,0,0
"1592101",0,0,0,0,0,0,0,0,0,0,0
"1391455",0,0,0,0,0,0,0,1,0,0,0
"1678078",5,12,6,8,6,12,0,12,4,6,5
"1500510",0,0,0,0,0,0,0,0,0,0,0
"1758881",0,0,0,0,0,0,0,0,0,0,0
"1932881",1,0,1,0,0,1,0,3,0,0,0
"1685767",0,0,0,0,0,0,0,0,0,0,0
"10257",23,31,20,12,14,15,7,40,10,11,9
"2733300",14,18,5,3,6,14,2,17,4,9,3
"1285599",9,5,2,3,6,4,0,7,8,5,1
"10260",3,4,2,2,1,4,2,32,0,3,1
"10278",3,8,1,4,11,9,1,9,4,3,4
"10242",1,5,1,0,3,2,2,4,1,0,4
"2733301",0,1,0,0,0,0,0,0,0,0,0
"573055",0,0,0,0,0,0,0,0,0,0,0
"2733302",1,0,1,0,0,1,0,3,0,0,1
"10497",0,3,2,1,3,1,0,1,1,2,0
"10491",3,1,0,1,2,0,5,2,1,1,0
"10487",0,2,0,0,0,1,0,1,1,1,0
"10492",2,3,3,0,0,1,0,2,1,0,1
"10494",0,0,0,0,1,1,0,2,0,0,0
"308906",1,1,0,0,0,2,0,3,0,0,0
"1813598",3,6,6,2,8,8,1,10,2,4,4
"1421067",3,1,1,1,1,1,0,3,0,0,1
"999883",4,3,2,0,1,0,0,0,0,0,1
"113366",0,0,0,0,0,2,0,0,1,2,0
"328613",0,0,0,0,1,0,0,0,0,1,0
"880158",8,7,5,3,9,12,1,20,4,5,1
"381899",0,4,1,0,1,2,0,2,0,0,1
"46021",0,0,0,0,0,0,0,0,0,2,0
"322019",4,2,0,0,0,0,0,1,0,0,0
"346674",1,1,0,0,0,2,0,1,0,0,3
"2023057",4,1,4,3,5,3,1,9,2,5,10
"1474867",0,1,1,0,0,0,0,1,2,0,3
"358403",0,0,0,0,1,0,1,0,0,0,0
"37665",0,2,0,0,1,1,0,0,2,0,0
"181082",1,1,0,0,1,0,0,1,0,0,1
"2501774",4,3,5,1,2,5,3,9,0,16,0
"985782",1,5,4,1,5,2,0,8,2,4,2
"1513235",0,1,0,0,1,1,0,0,0,0,1
"413684",0,0,0,1,1,0,0,0,1,1,0
"130310",1,0,0,0,0,2,0,0,0,0,0
"130308",0,0,0,2,2,0,0,2,3,1,1
"2015370",1,2,0,0,3,0,0,1,0,1,0
"1962299",0,0,0,0,0,1,0,2,0,0,0
"1146873",0,0,1,0,1,1,0,1,0,1,1
"1986017",0,0,0,0,0,0,0,0,0,0,0
"1986019",1,0,0,0,0,0,0,0,0,0,0
"1986022",0,1,0,1,0,0,0,0,2,0,0
"130369",0,0,0,0,0,1,0,1,1,0,0
"2015375",0,0,0,0,0,0,0,0,0,0,0
"2170000",0,0,0,0,0,0,0,1,0,0,0
"2170002",0,0,2,0,0,0,0,1,1,0,0
"108098",0,0,0,0,0,0,0,0,1,0,0
"1548417",0,4,1,2,0,1,0,1,0,2,0
"190064",0,0,0,0,0,0,1,0,0,0,0
"2003673",0,0,0,0,0,1,0,0,0,0,0
"1557035",0,0,0,0,0,0,0,0,0,0,0
"1154689",1,2,0,1,3,1,0,3,1,1,1
"1282967",0,0,1,0,0,0,0,1,1,0,0
"2049890",0,0,0,2,1,1,0,2,1,0,1
"1172985",0,4,0,0,0,3,1,9,0,0,0
"1983570",0,0,0,0,0,0,0,0,0,0,0
"11103",0,0,0,0,0,0,0,0,0,0,0
"2008770",0,1,0,0,0,0,0,0,0,0,0
"11083",0,0,0,0,0,0,0,0,0,0,0
"64319",0,0,0,0,0,0,0,0,0,0,0
"39686",2,1,0,0,0,0,0,0,0,0,0
"2170088",0,0,0,0,0,0,0,0,0,0,0
"2170085",0,0,0,0,0,0,0,0,0,0,0
"1985360",1,4,5,3,0,4,0,0,0,5,0
"135246",0,0,0,0,0,0,0,0,0,0,0
"84589",0,0,0,0,1,0,0,0,0,0,0
"45103",0,0,0,0,0,0,0,0,0,0,0
"1758139",0,0,0,0,0,0,0,0,0,0,0
"2316740",0,0,0,0,0,0,0,0,0,0,0
"327106",0,1,0,0,0,0,0,0,0,0,0
"12163",0,2,2,0,0,1,0,0,0,0,1
"1653394",0,0,1,0,0,1,0,0,0,3,0
"2560196",39,228,0,95,17,3,0,0,225,22,244
"11572",0,2,0,0,0,2,0,2,0,1,1
"2560074",1,0,0,0,1,1,0,1,0,3,0
"2734594",0,0,0,0,0,0,0,0,0,0,1
"1972611",2,1,2,4,0,2,0,8,2,0,1
"2733252",0,0,0,0,0,0,0,0,0,0,0
"2560069",2,1,0,1,0,2,0,2,1,0,0
"2560080",0,0,1,0,0,0,0,0,0,0,0
"186536",0,0,0,0,0,0,0,0,0,0,0
"2501931",2,0,5,5,6,3,1,6,1,0,1
"2501984",0,0,0,0,0,2,0,2,0,0,0
"2508228",0,0,0,0,0,0,0,0,0,0,0
"2499603",0,1,0,0,0,0,0,0,0,0,0
"2507288",0,0,1,1,0,0,0,0,0,0,0
"2170030",0,0,0,0,0,0,0,1,0,0,0
"32620",0,0,0,0,0,1,0,0,0,0,0
"185017",0,0,0,0,0,0,0,0,0,0,0
"397544",0,0,0,0,1,0,0,0,0,0,0
"42631",0,0,0,0,0,0,0,0,0,0,0
"48201",0,0,0,0,0,0,0,0,0,0,0
"1247114",0,0,0,0,0,0,0,0,0,0,0
"1906170",0,0,0,0,0,0,0,0,0,0,0
"2560353",0,0,0,0,0,0,0,1,0,0,0
"2560390",0,0,0,0,0,0,0,0,0,1,2
"327108",0,0,0,0,0,0,0,0,0,0,1
"1765754",0,1,0,0,0,0,0,0,0,0,0
"10882",1,0,0,0,0,2,0,0,0,0,0
"10979",0,0,0,0,1,1,0,0,0,1,0
"10985",0,0,1,0,0,0,0,0,1,0,0
"2169857",0,0,0,0,0,1,0,0,0,0,2
"343865",0,0,0,1,0,0,0,0,0,0,0
"1923146",0,0,0,0,0,0,1,0,0,0,0
"1923493",0,0,0,0,0,0,0,3,0,0,0
"1923186",0,0,0,0,0,0,0,0,0,0,0
"1923655",0,0,0,0,0,0,0,0,0,0,0
"1922431",0,0,0,0,0,0,0,0,0,0,0
"1923422",0,0,0,0,0,0,0,0,0,0,1
"1922703",0,0,0,0,0,0,0,0,0,0,0
"1923541",0,0,0,0,0,0,0,0,0,0,0
"1923487",0,0,1,1,0,0,0,0,0,0,0
"1922745",0,0,0,0,0,0,0,0,0,0,0
"1922602",0,0,0,0,0,0,0,0,0,0,0
"1922742",0,0,0,0,0,0,0,0,0,0,1
"1923336",0,0,0,0,0,0,0,0,0,0,0
"1922448",0,0,0,0,0,0,0,0,0,0,0
"1923671",0,0,0,0,0,0,0,0,0,0,0
"1922896",0,0,0,0,0,0,0,0,0,0,0
"1922901",0,0,0,0,0,0,0,0,0,0,0
"75914",0,0,0,0,0,0,0,0,0,0,0
"1500866",0,0,0,0,0,0,0,0,0,0,0
"1088890",0,0,0,0,0,0,0,0,0,0,0
"11646",0,0,0,0,0,1,0,0,0,1,1
"10449",6,7,2,1,3,5,0,8,3,2,0
"307461",0,0,0,0,2,0,0,1,1,0,1
"542343",0,0,0,0,0,0,0,0,0,0,0
"566270",0,2,1,1,0,0,0,0,1,0,1
"1346829",0,6,4,2,2,1,0,8,4,0,1
"1307956",1,1,1,0,0,0,0,1,0,0,1
"262177",4,1,0,0,1,3,0,2,0,1,0
"46242",1,0,0,0,1,0,0,0,0,1,0
"28288",1,1,0,1,2,0,0,3,0,0,0
"307467",0,0,0,0,0,0,0,2,0,0,1
"10456",0,0,1,0,4,1,1,4,0,1,0
"332054",0,0,2,0,3,0,0,1,2,0,0
"224399",1,1,0,0,0,1,0,0,0,1,0
"74660",0,0,0,0,0,0,0,0,1,1,0
"208973",0,0,0,0,0,0,0,0,0,0,0
"1592335",0,0,0,0,0,0,0,0,1,0,0
"1307954",0,1,0,0,0,0,0,0,0,0,0
"98383",0,0,0,0,1,0,0,0,0,0,1
"1750712",0,0,0,0,0,1,0,1,0,1,1
"1986290",0,0,0,0,0,1,0,1,0,0,0
"56947",1,1,0,0,0,0,0,1,0,0,0
"2169615",0,0,0,0,0,0,0,0,0,0,0
"1921823",0,0,0,0,0,0,0,0,0,0,0
"333750",0,0,0,0,0,0,0,0,0,0,0
"334211",0,0,0,0,0,0,0,0,0,0,0
"1507401",1,1,0,0,0,0,0,0,1,0,0
"10806",0,0,0,0,0,0,0,0,0,0,0
"367850",0,0,0,0,0,0,0,0,0,0,0
"932070",0,0,2,1,0,1,0,1,2,0,0
"263793",0,0,0,0,0,0,0,0,0,0,0
"1618233",0,0,0,0,0,0,0,0,0,0,0
"2011080",0,0,0,0,0,2,0,0,0,0,0
"2734333",1,0,0,0,0,0,0,3,0,0,1
"2072209",0,0,0,0,0,0,0,0,0,1,0
"1654582",2,0,0,0,0,0,0,1,0,0,0
"2057187",0,0,0,0,0,0,0,0,0,0,0
"39640",0,0,0,0,0,0,0,3,0,0,0
"53988",0,0,0,0,0,0,0,0,0,0,0
"419435",0,0,0,1,0,0,0,0,1,1,0
"342409",1,1,1,0,2,0,0,0,0,1,0
"346883",0,0,0,0,0,0,0,0,0,0,0
"346884",0,0,0,0,0,0,0,0,0,0,0
"351054",0,0,0,0,0,0,0,0,0,0,0
"2776735",0,0,2,0,0,0,0,2,0,0,0
"1619215",0,0,0,0,0,0,0,0,0,0,0
"687342",0,0,0,0,0,0,0,0,0,0,0
"1123964",0,1,0,0,0,1,0,0,0,1,0
"858422",2545,0,1526,0,3483,0,979,9940,2208,0,1442
"40137",0,0,0,0,0,0,146,0,0,0,0
"531813",465,765,502,492,862,591,60,831,904,528,0
"33047",0,0,0,0,0,0,1,0,0,0,6
"35806",0,0,0,0,0,0,95,0,0,0,0
"92945",214,330,203,182,312,263,36,365,190,0,0
"88688",843,1735,951,748,1828,1268,139,0,0,1122,0
"80869",423,633,362,340,0,556,94,674,495,320,0
"757424",0,0,0,0,0,1,2,0,0,0,0
"847",72,86,62,65,89,63,8,79,59,58,74
"942513",0,1,0,0,0,0,1,0,1,0,2
"40216",0,0,0,11,0,0,3,0,0,0,7
"28090",0,21,0,13,0,0,2,0,15,0,11
"283686",0,0,0,0,0,0,2,0,0,0,0
"413503",35,0,0,0,0,48,4,46,37,0,33
"1920116",0,0,0,0,0,0,1,1,0,0,0
"1334193",0,0,0,0,0,0,15,0,0,0,0
"623",7,4,6,5,0,0,3,12,4,4,3
"28151",0,0,0,0,0,0,9,0,0,0,0
"614",0,0,0,0,0,0,5,0,0,36,0
"552",0,0,0,0,0,0,3,0,0,39,0
"118117",3,2,1,0,0,2,1,4,0,0,0
"69223",93,0,87,99,150,120,10,0,0,81,58
"204039",0,0,0,0,0,0,9,0,0,0,0
"636",0,0,98,108,0,146,16,185,107,0,82
"569",0,0,0,0,0,0,2,0,0,0,18
"587",24,36,32,28,0,0,6,0,0,21,30
"582",105,152,0,0,0,132,14,133,0,74,84
"114185",0,0,0,0,0,0,1,0,0,3,0
"2785913",3,1,0,0,3,3,1,1,1,2,0
"402882",1,2,4,2,12,2,1,3,3,0,2
"2490635",2,1,1,2,2,2,1,8,0,0,2
"43657",0,0,0,0,0,0,3,0,21,21,0
"654",0,0,0,0,0,0,64,0,0,0,0
"29494",0,0,0,0,0,0,12,0,0,65,0
"672",0,0,0,0,0,0,11,0,0,0,0
"777",0,0,0,0,0,37,5,0,0,0,0
"34067",0,0,0,0,0,0,2,0,0,0,0
"28110",1,0,0,6,6,0,1,10,5,1,2
"1869285",0,0,0,0,0,1,1,0,0,0,0
"1541743",0,0,0,0,0,0,1,0,0,0,0
"1972134",0,1,0,0,0,0,1,0,0,0,0
"209841",1,0,1,0,0,0,2,1,0,0,0
"85404",0,0,0,14,0,0,2,0,0,3,0
"729",16,33,0,0,0,28,3,0,0,16,0
"727",12,0,10,0,0,0,2,0,27,13,9
"732",0,0,8,0,0,0,1,0,0,9,0
"731",0,0,0,0,0,7,2,0,0,0,6
"697331",0,0,0,0,0,0,2,0,0,0,0
"45498",1,4,2,1,4,0,1,10,4,2,0
"1923",1,6,0,1,0,0,1,2,1,0,1
"68242",1,0,1,0,0,0,1,1,0,1,0
"394098",0,0,0,0,0,0,2,0,3,0,0
"165096",0,0,0,3,2,2,1,2,0,1,1
"227388",0,0,0,0,0,0,2,0,0,0,0
"216945",0,2,2,1,3,2,1,2,0,6,1
"324078",1,1,0,0,0,0,1,0,0,1,0
"85628",2,0,1,0,0,1,1,1,1,0,2
"409322",12,10,0,7,0,5,1,11,4,0,2
"64895",0,0,0,0,0,0,2,0,0,0,0
"28183",0,0,0,0,0,0,4,0,0,0,0
"174",0,0,5,8,8,12,2,0,0,13,3
"93466",0,0,0,0,0,0,1,0,0,0,0
"2676525",0,0,0,0,0,0,1,0,0,0,0
"160798",0,0,0,9,11,0,1,0,0,0,5
"859",0,0,0,0,0,0,1,0,0,0,0
"2234",0,0,0,0,0,0,2,0,0,0,5
"2684913",0,0,0,0,0,0,1,0,0,0,0
"498374",0,0,0,0,24,0,3,0,0,0,0
"2301714",0,1,1,3,0,3,1,1,0,2,0
"754044",0,0,0,0,0,0,1,0,0,1,1
"2250335",0,0,2,0,0,0,1,0,1,2,0
"2218618",0,1,0,0,0,0,1,2,0,1,0
"2003504",0,0,1,0,0,0,1,2,0,0,1
"2560488",1,1,1,0,0,3,1,3,0,2,1
"2170254",3,3,0,0,3,0,1,2,2,1,1
"205875",1,0,2,0,0,0,1,0,0,0,0
"1982256",0,0,0,0,0,0,1,0,0,0,1
"1188794",0,0,0,0,0,0,1,0,0,0,0
"1982153",0,0,0,0,0,0,1,0,0,0,0
"1982219",0,0,0,0,0,0,1,0,0,0,0
"2734253",2,2,0,1,1,1,1,1,2,0,1
"1623292",3,0,1,0,0,0,1,0,0,0,2
"2734271",1,1,1,0,0,2,1,1,0,1,0
"2733208",0,0,0,4,0,0,1,0,0,0,0
"1623284",10,4,5,7,0,0,1,12,2,0,2
"2696379",0,0,0,1,0,0,1,0,0,0,0
"238854",1,3,1,1,2,0,1,2,0,0,2
"2733124",0,1,0,0,0,0,1,0,0,1,0
"2734096",0,0,1,0,0,1,1,4,2,0,0
"2560689",2,0,1,0,2,0,1,4,0,0,1
"1737463",0,0,2,2,0,0,1,0,0,0,1
"2733115",0,0,0,0,4,2,1,0,0,0,0
"2484217",0,0,0,0,0,1,1,1,0,0,0
"1128071",0,0,0,0,0,0,1,0,0,0,0
"2560132",0,0,0,0,0,0,2,2,0,0,0
"2169963",0,0,0,6,0,1,1,3,1,1,0
"2732920",0,1,0,0,0,1,4,1,4,0,0
"2732933",2,0,0,0,0,0,1,2,0,0,0
"1910931",1,0,0,0,0,1,2,1,1,1,0
"1980928",0,3,0,0,1,0,1,0,1,0,0
"2175602",0,0,0,0,0,0,1,0,0,0,0
"2733979",0,1,0,0,0,0,1,0,0,0,0
"2732016",0,0,0,0,0,1,1,0,0,0,0
"62098",0,0,1,1,0,0,2,0,0,1,1
"97195",0,0,0,0,0,1,1,3,0,0,0
"10537",0,0,0,0,0,0,1,0,0,0,0
"1273747",1,3,0,2,6,0,1,3,0,0,0
"2560252",0,0,0,0,0,0,1,0,0,0,0
"332096",0,0,0,0,0,0,1,0,1,0,0
"10454",1,1,92,3,23,67,1,4,0,19,0
"58094",1,0,0,0,0,0,1,0,0,0,1
"1986291",0,0,0,0,0,0,1,0,2,0,0
"935650",0,1,0,0,0,0,1,2,0,0,0
"1507984",0,0,0,0,0,0,1,0,0,0,0
"512792",0,0,0,0,0,0,1,0,0,1,0
"71253",0,0,0,0,0,1,0,1,0,0,0
"122866",0,0,0,0,0,1,0,1,0,0,0
"1178537",1,5,11,0,1,4,0,1,1,3,1
"271881",1,1,3,0,0,0,0,3,0,0,0
"2685106",0,2,0,0,0,2,0,1,0,0,0
"150055",0,3,0,0,0,1,0,2,0,0,1
"1433513",1,2,3,0,3,1,0,1,1,1,2
"2633649",0,2,0,0,0,2,0,3,0,0,0
"29323",0,0,0,0,0,0,0,2,0,0,2
"413888",3,5,1,1,2,0,0,2,1,3,2
"1287640",1,3,2,3,0,6,0,4,0,1,0
"1541975",0,0,0,0,0,0,0,1,0,0,0
"171632",1,1,1,1,2,1,0,3,1,1,1
"92401",1,6,1,1,2,1,0,1,0,0,4
"538220",2,2,1,0,4,2,0,1,1,2,0
"33923",1,2,0,0,2,2,0,2,1,2,0
"2133",1,3,1,2,1,0,0,7,1,2,2
"216936",3,3,2,1,1,1,0,3,1,0,2
"1114980",0,4,1,0,0,0,0,1,0,1,0
"215578",0,0,0,0,2,1,0,1,2,0,1
"1120045",0,1,0,0,0,1,0,1,3,0,0
"34021",0,0,14,12,15,0,0,7,9,0,4
"281",0,2,0,0,0,0,0,1,0,0,1
"1933911",0,0,0,0,1,0,0,1,0,0,0
"803",4,7,0,0,0,3,0,6,1,0,2
"190650",0,0,0,0,0,1,0,1,0,0,0
"1179817",0,3,1,0,0,0,0,1,0,1,0
"543891",2,0,2,2,10,0,0,2,0,2,1
"1840323",0,0,0,0,0,0,0,1,0,0,0
"152500",0,0,0,0,0,4,0,1,0,3,0
"312153",0,1,0,1,1,0,0,1,2,0,0
"1449778",0,0,0,0,1,0,0,2,0,1,0
"935588",0,2,1,2,6,1,0,7,8,1,2
"2661583",4,3,0,3,12,3,0,5,6,1,1
"669502",0,0,0,0,1,2,0,2,2,1,0
"545908",1,0,3,3,0,0,0,2,0,0,2
"1329969",0,0,0,0,0,0,0,1,2,0,0
"2730846",0,0,0,0,0,0,0,1,0,0,0
"1848517",1,6,1,1,3,1,0,2,0,0,1
"2742646",0,0,0,1,0,1,0,1,0,0,0
"1905288",0,0,3,1,2,0,0,1,0,0,0
"640131",0,4,1,0,3,0,0,1,3,1,1
"2807631",0,0,3,1,1,1,0,3,2,0,1
"2742662",1,0,0,0,1,0,0,3,0,0,0
"2742653",1,0,0,0,0,1,0,1,0,0,0
"184912",0,1,1,1,2,1,0,1,1,1,1
"2683822",0,1,0,1,0,1,0,1,0,2,0
"2742659",0,0,0,0,0,0,0,1,0,0,0
"290339",0,1,1,0,0,0,0,1,0,0,0
"1286170",1,0,0,0,2,2,0,4,0,0,2
"2577118",0,0,0,0,0,2,0,1,0,0,0
"2603836",0,0,1,0,0,1,0,1,0,1,2
"1358422",0,0,0,0,1,0,0,1,0,0,0
"1446701",0,0,0,1,0,0,0,1,0,0,0
"2778655",0,0,1,1,0,2,0,1,0,0,1
"2778657",0,0,0,0,0,0,0,1,0,0,0
"2027293",1,0,0,0,0,0,0,1,0,0,0
"1050617",0,0,0,0,0,0,0,1,1,0,0
"1302410",2,0,0,0,1,0,0,1,1,0,0
"2675774",0,0,0,0,0,1,0,3,0,1,0
"2675773",3,42,1,14,4,2,0,1,13,18,15
"1401254",0,0,0,0,0,0,0,3,0,0,1
"631",5,3,4,4,4,2,0,5,5,4,1
"706191",3,5,3,2,1,1,0,2,2,1,2
"1095774",2,2,2,1,2,2,0,1,0,2,0
"98795",1,1,0,1,1,3,0,4,0,0,0
"2315801",0,0,0,0,0,0,0,4,1,0,1
"1241835",0,0,2,0,1,0,0,2,2,0,0
"118109",2,3,1,1,1,3,0,1,0,0,0
"2518974",1,0,0,0,1,0,0,1,0,0,0
"668607",0,0,0,0,1,0,0,1,0,1,1
"1224152",0,0,0,0,0,0,0,1,0,0,0
"561231",0,2,0,0,0,0,0,1,0,1,1
"598467",0,0,1,0,0,0,0,1,0,0,0
"2027290",2,0,0,1,0,4,0,1,1,1,0
"2633465",0,0,1,0,0,29,0,1,0,0,0
"63612",0,0,1,0,1,0,0,1,1,0,0
"2661587",4,5,1,1,1,2,0,2,0,0,0
"1416915",0,0,0,0,1,0,0,3,0,0,0
"693970",0,1,0,0,2,0,0,5,0,0,2
"399599",0,1,0,0,3,0,0,1,0,0,0
"693973",0,0,0,0,0,0,0,1,0,0,0
"316275",0,2,0,0,0,1,0,1,0,0,0
"80852",0,0,1,0,0,0,0,1,0,0,0
"434270",0,1,0,0,1,0,0,1,1,0,1
"716",3,11,2,2,3,2,0,9,6,3,2
"1433287",0,2,0,0,1,0,0,1,0,0,1
"1222034",0,0,0,1,0,1,0,2,0,1,0
"1275971",0,0,0,0,0,0,0,2,0,0,1
"1263829",0,0,0,0,0,0,0,1,0,0,0
"97084",0,0,22,0,0,0,0,41,0,0,0
"999434",0,2,0,1,0,2,0,4,2,0,0
"545776",4,1,3,2,1,1,0,1,3,2,0
"142",2,1,1,0,0,0,0,2,0,1,1
"1155096",0,0,0,0,1,0,0,1,3,0,0
"412418",1,1,2,0,1,0,0,2,0,0,0
"498738",2,0,0,1,0,1,0,2,1,1,0
"445984",0,0,2,0,0,0,0,1,0,0,0
"445985",0,0,0,0,0,0,0,1,0,0,0
"176",0,0,0,0,0,0,0,1,0,0,0
"44275",0,0,0,0,0,0,0,1,0,0,0
"338215",0,0,0,0,0,0,0,1,0,0,0
"126738",1,0,0,0,2,0,0,1,0,0,1
"590168",0,2,2,0,0,2,0,6,3,0,1
"1307443",0,0,0,0,1,0,0,3,0,0,0
"157688",3,2,1,1,4,3,0,5,1,0,0
"2703941",1,2,0,0,1,1,0,3,0,0,0
"58024",0,0,0,0,0,0,0,3,0,0,0
"2510508",1,1,2,1,0,1,0,5,0,0,0
"2794946",3,1,0,0,2,1,0,4,0,0,0
"10704",0,2,0,0,2,1,0,3,1,1,5
"2301621",2,0,1,0,0,6,0,3,0,335,0
