"","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report"
"1758139",0,0,0,0,1,0,0,0,0,0,0
"2316740",0,0,0,0,1,0,0,0,0,0,0
"327106",0,0,0,0,1,0,0,0,0,0,0
"12163",0,0,1,0,1,0,0,2,1,0,0
"1653394",0,0,1,0,3,0,3,0,0,0,0
"2560196",0,95,3,455,3,42,22,32,244,17,0
"11572",2,0,2,0,2,0,1,0,1,2,0
"2560074",1,0,1,2,1,1,3,1,0,0,0
"2734594",0,0,0,0,1,0,0,0,1,0,0
"1972611",8,4,2,0,3,1,0,0,1,0,0
"2733252",0,0,0,0,1,0,0,0,0,0,0
"2560069",2,1,2,1,2,0,0,0,0,1,0
"2560080",0,0,0,0,1,0,0,0,0,3,1
"186536",0,0,0,0,1,0,0,0,0,0,0
"2501931",6,5,3,9,3,1,0,3,1,2,0
"2501984",2,0,2,1,1,0,0,0,0,0,0
"2508228",0,0,0,0,1,1,0,0,0,0,0
"2499603",0,0,0,0,1,0,0,0,0,0,0
"2507288",0,1,0,0,1,0,0,0,0,0,0
"2170030",1,0,0,0,1,0,0,0,0,0,0
"32620",0,0,1,0,1,0,0,0,0,0,0
"185017",0,0,0,0,1,0,0,0,0,0,0
"397544",0,0,0,0,2,0,0,0,0,0,0
"42631",0,0,0,0,1,0,0,0,0,0,0
"48201",0,0,0,0,1,0,0,0,0,0,0
"1247114",0,0,0,0,1,0,0,0,0,0,0
"1906170",0,0,0,0,1,0,0,0,0,1,0
"2560353",1,0,0,0,1,0,0,0,0,0,0
"2560390",0,0,0,0,1,0,1,0,2,0,0
"327108",0,0,0,0,1,0,0,0,1,0,0
"1765754",0,0,0,0,1,0,0,0,0,0,0
"10882",0,0,2,1,1,1,0,0,0,0,0
"10979",0,0,1,0,1,4,1,1,0,1,0
"10985",0,0,0,0,1,0,0,1,0,0,0
"2169857",0,0,1,0,1,1,0,1,2,0,0
"343865",0,1,0,0,1,0,0,0,0,0,0
"1923146",0,0,0,0,2,0,0,0,0,0,0
"1923493",3,0,0,0,1,0,0,0,0,0,0
"1923186",0,0,0,0,1,0,0,0,0,0,0
"1923655",0,0,0,0,1,0,0,0,0,0,0
"1922431",0,0,0,0,1,0,0,0,0,0,0
"1923422",0,0,0,0,1,0,0,0,1,0,0
"1922703",0,0,0,0,1,0,0,0,0,0,0
"1923541",0,0,0,0,1,0,0,0,0,0,0
"1923487",0,1,0,0,1,1,0,0,0,0,0
"1922745",0,0,0,0,1,0,0,0,0,0,0
"1922602",0,0,0,0,1,0,0,0,0,0,0
"1922742",0,0,0,0,1,0,0,0,1,0,0
"1923336",0,0,0,0,1,0,0,0,0,0,0
"1922448",0,0,0,0,1,0,0,0,0,0,0
"1923671",0,0,0,0,1,0,0,0,0,0,0
"1922896",0,0,0,0,1,0,0,0,0,0,0
"1922901",0,0,0,0,1,0,0,0,0,0,0
"75914",0,0,0,0,2,0,0,0,0,0,0
"1500866",0,0,0,0,1,0,0,0,0,0,0
"1088890",0,0,0,0,1,0,0,0,0,0,0
"11646",0,0,1,0,1,0,1,0,1,0,0
"10449",8,1,5,7,8,0,2,2,0,3,0
"307461",1,0,0,0,1,0,0,0,1,0,0
"542343",0,0,0,0,1,0,0,0,0,0,0
"566270",0,1,0,1,1,0,0,0,1,2,0
"1346829",8,2,1,1,1,2,0,2,1,4,1
"1307956",1,0,0,1,2,0,0,0,1,0,0
"262177",2,0,3,0,2,0,1,2,0,2,0
"46242",0,0,0,0,2,1,1,0,0,0,0
"28288",3,1,0,0,2,2,0,3,0,0,0
"307467",2,0,0,0,1,1,0,1,1,0,0
"10456",4,0,1,0,1,1,1,2,0,3,0
"332054",1,0,0,0,1,0,0,1,0,0,1
"224399",0,0,1,0,1,2,1,0,0,0,0
"74660",0,0,0,0,1,0,1,0,0,1,0
"208973",0,0,0,8,1,0,0,1,0,0,0
"1592335",0,0,0,0,1,0,0,0,0,0,0
"1307954",0,0,0,0,1,0,0,0,0,0,0
"98383",0,0,0,0,2,0,0,0,1,1,0
"1750712",1,0,1,0,2,0,1,0,1,0,0
"1986290",1,0,1,0,1,0,0,0,0,0,0
"56947",1,0,0,0,1,0,0,0,0,0,0
"2169615",0,0,0,0,1,0,0,0,0,0,1
"1921823",0,0,0,0,1,0,0,0,0,0,0
"333750",0,0,0,3,1,0,0,0,0,0,0
"334211",0,0,0,0,1,0,0,1,0,2,0
"1507401",0,0,0,0,1,0,0,0,0,0,0
"10806",0,0,0,0,1,0,0,0,0,0,0
"367850",0,0,0,0,1,0,0,0,0,0,0
"932070",1,1,1,0,1,0,0,1,0,0,0
"263793",0,0,0,0,1,0,0,0,0,0,0
"1618233",0,0,0,0,1,0,0,0,0,0,0
"2011080",0,0,2,0,1,0,0,0,0,0,0
"2734333",3,0,0,1,1,1,0,1,1,1,0
"2072209",0,0,0,1,2,0,1,0,0,0,0
"1654582",1,0,0,0,1,0,0,1,0,0,0
"2057187",0,0,0,0,1,0,0,1,0,0,0
"39640",3,0,0,5,1,0,0,0,0,0,0
"53988",0,0,0,0,1,0,0,0,0,0,0
"419435",0,1,0,1,1,1,1,1,0,0,0
"342409",0,0,0,2,3,2,1,4,0,1,0
"346883",0,0,0,0,1,1,0,0,0,0,0
"346884",0,0,0,2,1,0,0,0,0,0,0
"351054",0,0,0,0,1,0,0,0,0,0,0
"2776735",2,0,0,2,2,0,0,0,0,0,1
"1619215",0,0,0,0,1,0,0,0,0,0,0
"687342",0,0,0,0,1,0,0,0,0,0,0
"1123964",0,0,1,0,1,0,1,0,0,0,0
"858422",9940,0,0,5437,0,0,0,0,1442,0,354
"40137",0,0,0,0,0,0,0,0,0,0,0
"531813",831,492,591,3365,0,503,528,540,0,580,735
"33047",0,0,0,0,0,4,0,0,6,6,0
"35806",0,0,0,0,0,545,0,0,0,0,0
"92945",365,182,263,0,0,0,0,211,0,0,103
"88688",0,748,1268,2835,0,0,1122,1064,0,1195,596
"80869",674,340,556,1142,0,368,320,444,0,392,104
"757424",0,0,1,0,0,0,0,0,0,0,0
"847",79,65,63,311,0,61,58,51,74,57,40
"942513",0,0,0,3,0,1,0,0,2,0,0
"40216",0,11,0,0,0,10,0,0,7,18,0
"28090",0,13,0,0,0,20,0,15,11,10,0
"283686",0,0,0,0,0,0,0,0,0,0,6
"413503",46,0,48,72,0,0,0,54,33,54,9
"1920116",1,0,0,0,0,3,0,0,0,0,0
"1334193",0,0,0,0,0,0,0,0,0,0,0
"623",12,5,0,0,0,8,4,5,3,0,1
"28151",0,0,0,0,0,0,0,0,0,0,0
"614",0,0,0,0,0,0,36,0,0,0,0
"552",0,0,0,0,0,0,39,0,0,0,20
"118117",4,0,2,2,0,1,0,3,0,0,1
"69223",0,99,120,224,0,94,81,102,58,100,20
"204039",0,0,0,0,0,0,0,0,0,0,19
"636",185,108,146,216,0,0,0,121,82,0,0
"569",0,0,0,0,0,0,0,0,18,0,5
"587",0,28,0,102,0,0,21,30,30,20,30
"582",133,0,132,0,0,0,74,0,84,0,49
"114185",0,0,0,0,0,0,3,0,0,0,3
"2785913",1,0,3,1,0,1,2,1,0,0,4
"402882",3,2,2,7,0,4,0,1,2,3,2
"2490635",8,2,2,4,0,2,0,8,2,4,0
"43657",0,0,0,0,0,0,21,0,0,0,8
"654",0,0,0,0,0,0,0,0,0,0,0
"29494",0,0,0,0,0,63,65,0,0,0,0
"672",0,0,0,0,0,0,0,0,0,0,18
"777",0,0,37,0,0,36,0,0,0,0,0
"34067",0,0,0,0,0,0,0,0,0,0,0
"28110",10,6,0,0,0,2,1,2,2,0,3
"1869285",0,0,1,0,0,0,0,0,0,0,0
"1541743",0,0,0,0,0,0,0,0,0,0,0
"1972134",0,0,0,1,0,0,0,0,0,0,0
"209841",1,0,0,0,0,2,0,1,0,0,0
"85404",0,14,0,0,0,0,3,0,0,0,1
"729",0,0,28,0,0,28,16,0,0,27,8
"727",0,0,0,64,0,5,13,0,9,17,0
"732",0,0,0,0,0,0,9,0,0,0,0
"731",0,0,7,0,0,11,0,0,6,0,2
"697331",0,0,0,0,0,0,0,0,0,0,3
"45498",10,1,0,7,0,0,2,2,0,3,0
"1923",2,1,0,1,0,0,0,4,1,0,0
"68242",1,0,0,0,0,1,1,0,0,0,0
"394098",0,0,0,49,0,0,0,0,0,0,32
"165096",2,3,2,14,0,2,1,2,1,3,3
"227388",0,0,0,0,0,0,0,0,0,0,0
"216945",2,1,2,10,0,2,6,3,1,1,1
"324078",0,0,0,2,0,0,1,0,0,0,1
"85628",1,0,1,5,0,1,0,0,2,2,0
"409322",11,7,5,20,0,0,0,0,2,0,1
"64895",0,0,0,0,0,0,0,0,0,0,0
"28183",0,0,0,0,0,0,0,46,0,39,0
"174",0,8,12,0,0,11,13,10,3,10,0
"93466",0,0,0,0,0,0,0,5,0,0,2
"2676525",0,0,0,0,0,0,0,0,0,0,0
"160798",0,9,0,0,0,6,0,0,5,6,0
"859",0,0,0,0,0,0,0,0,0,0,1
"2234",0,0,0,0,0,9,0,0,5,0,2
"2684913",0,0,0,0,0,0,0,0,0,0,1
"498374",0,0,0,0,0,0,0,0,0,0,2
"2301714",1,3,3,2,0,1,2,1,0,2,0
"754044",0,0,0,0,0,0,1,0,1,0,0
"2250335",0,0,0,0,0,1,2,2,0,0,0
"2218618",2,0,0,0,0,0,1,0,0,1,0
"2003504",2,0,0,0,0,0,0,0,1,0,0
"2560488",3,0,3,2,0,1,2,0,1,3,0
"2170254",2,0,0,2,0,0,1,0,1,3,0
"205875",0,0,0,0,0,0,0,1,0,0,0
"1982256",0,0,0,0,0,0,0,0,1,0,0
"1188794",0,0,0,0,0,0,0,0,0,0,0
"1982153",0,0,0,0,0,0,0,0,0,0,0
"1982219",0,0,0,0,0,0,0,0,0,0,0
"2734253",1,1,1,3,0,0,0,1,1,0,1
"1623292",0,0,0,0,0,0,0,0,2,0,2
"2734271",1,0,2,0,0,0,1,0,0,5,0
"2733208",0,4,0,0,0,0,0,0,0,0,1
"1623284",12,7,0,0,0,14,0,2,2,0,0
"2696379",0,1,0,0,0,0,0,0,0,0,0
"238854",2,1,0,3,0,1,0,4,2,2,0
"2733124",0,0,0,0,0,1,1,0,0,1,0
"2734096",4,0,1,2,0,0,0,1,0,0,0
"2560689",4,0,0,2,0,0,0,0,1,1,1
"1737463",0,2,0,1,0,2,0,0,1,0,0
"2733115",0,0,2,0,0,0,0,0,0,0,1
"2484217",1,0,1,1,0,0,0,0,0,0,0
"1128071",0,0,0,0,0,0,0,0,0,0,0
"2560132",2,0,0,4,0,0,0,0,0,0,0
"2169963",3,6,1,1,0,4,1,1,0,0,0
"2732920",1,0,1,92,0,0,0,0,0,0,363
"2732933",2,0,0,1,0,0,0,0,0,0,0
"1910931",1,0,1,2,0,0,1,1,0,1,0
"1980928",0,0,0,0,0,0,0,0,0,0,1
"2175602",0,0,0,0,0,0,0,0,0,0,0
"2733979",0,0,0,0,0,0,0,0,0,0,0
"2732016",0,0,1,1,0,0,0,0,0,1,0
"62098",0,1,0,0,0,0,1,0,1,0,0
"97195",3,0,1,1,0,0,0,0,0,0,0
"10537",0,0,0,0,0,0,0,1,0,0,0
"1273747",3,2,0,4,0,1,0,3,0,1,0
"2560252",0,0,0,0,0,0,0,0,0,0,0
"332096",0,0,0,0,0,0,0,0,0,0,0
"10454",4,3,67,0,0,4,19,4,0,1,0
"58094",0,0,0,1,0,0,0,1,1,1,0
"1986291",0,0,0,0,0,1,0,0,0,0,0
"935650",2,0,0,1,0,1,0,0,0,0,0
"1507984",0,0,0,0,0,0,0,0,0,0,0
"512792",0,0,0,0,0,0,1,0,0,0,0
"71253",1,0,1,0,0,0,0,0,0,0,0
"122866",1,0,1,0,0,0,0,0,0,0,1
"1178537",1,0,4,8,0,1,3,0,1,2,1
"271881",3,0,0,22,0,0,0,0,0,2,0
"2685106",1,0,2,0,0,0,0,0,0,0,0
"150055",2,0,1,4,0,4,0,0,1,0,2
"1433513",1,0,1,2,0,0,1,2,2,0,0
"2633649",3,0,2,0,0,0,0,0,0,0,0
"29323",2,0,0,4,0,0,0,2,2,0,0
"413888",2,1,0,8,0,1,3,5,2,3,0
"1287640",4,3,6,2,0,3,1,0,0,0,1
"1541975",1,0,0,0,0,0,0,0,0,0,0
"171632",3,1,1,5,0,1,1,1,1,0,0
"92401",1,1,1,1,0,0,0,3,4,0,0
"538220",1,0,2,6,0,0,2,0,0,3,0
"33923",2,0,2,12,0,1,2,1,0,1,0
"2133",7,2,0,0,0,2,2,0,2,0,0
"216936",3,1,1,6,0,0,0,3,2,0,0
"1114980",1,0,0,0,0,0,1,0,0,0,0
"215578",1,0,1,6,0,2,0,2,1,0,0
"1120045",1,0,1,5,0,0,0,0,0,0,0
"34021",7,12,0,16,0,0,0,8,4,1,3
"281",1,0,0,1,0,0,0,1,1,0,0
"1933911",1,0,0,0,0,0,0,0,0,4,0
"803",6,0,3,16,0,0,0,0,2,10,1
"190650",1,0,1,0,0,0,0,0,0,1,0
"1179817",1,0,0,1,0,0,1,0,0,0,0
"543891",2,2,0,4,0,1,2,0,1,2,3
"1840323",1,0,0,0,0,0,0,0,0,0,0
"152500",1,0,4,1,0,3,3,0,0,1,2
"312153",1,1,0,2,0,0,0,0,0,1,0
"1449778",2,0,0,16,0,0,1,0,0,0,0
"935588",7,2,1,2,0,2,1,0,2,5,0
"2661583",5,3,3,6,0,2,1,2,1,4,0
"669502",2,0,2,9,0,0,1,1,0,2,1
"545908",2,3,0,0,0,1,0,0,2,0,0
"1329969",1,0,0,0,0,1,0,0,0,0,0
"2730846",1,0,0,0,0,0,0,0,0,0,0
"1848517",2,1,1,0,0,1,0,0,1,0,0
"2742646",1,1,1,0,0,0,0,1,0,1,0
"1905288",1,1,0,0,0,2,0,0,0,1,0
"640131",1,0,0,0,0,0,1,3,1,2,0
"2807631",3,1,1,2,0,1,0,0,1,1,0
"2742662",3,0,0,1,0,0,0,0,0,0,0
"2742653",1,0,1,9,0,0,0,1,0,0,0
"184912",1,1,1,4,0,1,1,0,1,2,0
"2683822",1,1,1,14,0,1,2,0,0,1,0
"2742659",1,0,0,0,0,0,0,0,0,0,0
"290339",1,0,0,0,0,0,0,0,0,1,0
"1286170",4,0,2,2,0,2,0,3,2,0,0
"2577118",1,0,2,0,0,0,0,0,0,0,0
"2603836",1,0,1,3,0,0,1,0,2,1,0
"1358422",1,0,0,1,0,1,0,0,0,0,0
"1446701",1,1,0,0,0,0,0,0,0,0,0
"2778655",1,1,2,0,0,2,0,0,1,0,0
"2778657",1,0,0,0,0,0,0,0,0,0,1
"2027293",1,0,0,0,0,0,0,0,0,0,0
"1050617",1,0,0,0,0,0,0,0,0,0,0
"1302410",1,0,0,4,0,1,0,0,0,0,0
"2675774",3,0,1,0,0,0,1,0,0,0,0
"2675773",1,14,2,91,0,9,18,6,15,3,0
"1401254",3,0,0,0,0,0,0,0,1,1,0
"631",5,4,2,13,0,1,4,3,1,5,2
"706191",2,2,1,1,0,1,1,2,2,0,2
"1095774",1,1,2,1,0,0,2,4,0,3,0
"98795",4,1,3,3,0,1,0,1,0,2,0
"2315801",4,0,0,7,0,1,0,0,1,1,0
"1241835",2,0,0,1,0,1,0,4,0,0,0
"118109",1,1,3,5,0,1,0,1,0,4,0
"2518974",1,0,0,3,0,1,0,2,0,0,0
"668607",1,0,0,8,0,1,1,2,1,5,0
"1224152",1,0,0,0,0,0,0,0,0,0,0
"561231",1,0,0,4,0,3,1,1,1,0,0
"598467",1,0,0,0,0,0,0,0,0,1,0
"2027290",1,1,4,0,0,0,1,0,0,0,0
"2633465",1,0,29,1,0,1,0,0,0,0,0
"63612",1,0,0,1,0,0,0,0,0,0,0
"2661587",2,1,2,8,0,1,0,0,0,1,0
"1416915",3,0,0,1,0,0,0,0,0,1,0
"693970",5,0,0,1,0,0,0,1,2,4,1
"399599",1,0,0,1,0,0,0,0,0,1,0
"693973",1,0,0,0,0,0,0,0,0,0,0
"316275",1,0,1,0,0,0,0,0,0,1,0
"80852",1,0,0,0,0,0,0,0,0,0,0
"434270",1,0,0,0,0,0,0,0,1,2,0
"716",9,2,2,22,0,0,3,6,2,3,1
"1433287",1,0,0,2,0,0,0,0,1,0,0
"1222034",2,1,1,5,0,0,1,0,0,0,0
"1275971",2,0,0,1,0,0,0,0,1,0,0
"1263829",1,0,0,3,0,0,0,0,0,1,0
"97084",41,0,0,0,0,0,0,0,0,0,7
"999434",4,1,2,2,0,0,0,0,0,1,0
"545776",1,2,1,0,0,0,2,2,0,2,0
"142",2,0,0,0,0,2,1,3,1,0,0
"1155096",1,0,0,1,0,0,0,0,0,1,0
"412418",2,0,0,0,0,0,0,0,0,0,0
"498738",2,1,1,0,0,0,1,0,0,0,0
"445984",1,0,0,0,0,0,0,0,0,0,0
"445985",1,0,0,1,0,0,0,0,0,0,0
"176",1,0,0,5,0,0,0,0,0,1,0
"44275",1,0,0,0,0,0,0,0,0,0,0
"338215",1,0,0,4,0,0,0,0,0,1,0
"126738",1,0,0,0,0,1,0,0,1,0,0
"590168",6,0,2,11,0,2,0,3,1,1,0
"1307443",3,0,0,1,0,0,0,0,0,0,0
"157688",5,1,3,19,0,2,0,3,0,1,0
"2703941",3,0,1,0,0,0,0,4,0,0,0
"58024",3,0,0,0,0,0,0,0,0,0,0
"2510508",5,1,1,2,0,0,0,0,0,1,0
"2794946",4,0,1,1,0,0,0,0,0,1,0
"10704",3,0,1,4,0,1,1,0,5,0,1
"2301621",3,0,6,3,0,0,335,0,0,7,1
"1873985",2,0,0,0,0,0,1,0,1,1,0
"2713262",2,1,0,0,0,0,0,0,0,2,0
"2662138",2,3,0,1,0,1,0,0,1,1,0
"754070",2,0,0,0,0,0,0,1,0,0,0
"994601",2,0,0,0,0,0,0,0,0,0,0
"2283267",2,0,1,0,0,1,0,0,0,8,0
"2041344",2,0,1,2,0,1,2,3,0,1,0
"2026102",2,2,1,0,0,0,1,2,0,0,0
"641487",1,0,0,0,0,0,0,0,0,0,0
"2656529",1,0,0,0,0,0,0,0,0,0,0
"1414739",1,0,1,0,0,0,0,1,0,0,0
"1131316",1,1,1,2,0,2,4,1,0,0,0
"1587907",1,0,0,0,0,0,0,0,0,0,0
"573591",1,0,0,1,0,1,0,0,0,0,0
"1582151",1,0,0,0,0,0,0,0,0,0,0
"1126885",1,0,0,0,0,0,0,0,0,0,0
"1105171",1,0,0,0,0,0,0,0,0,0,0
"2662295",1,0,0,0,0,1,0,1,0,0,0
"294382",1,0,0,0,0,0,0,0,0,0,0
"741942",1,0,0,1,0,0,0,1,0,0,0
"2599849",1,0,0,0,0,0,0,0,1,0,0
"2059855",1,0,0,0,0,0,0,0,0,0,0
"2079417",1,0,0,3,0,0,0,0,0,0,0
"1500757",1,0,0,2,0,0,1,0,1,0,0
"1161901",1,0,0,0,0,0,0,0,0,0,0
"2725616",1,0,1,0,0,0,0,0,0,0,0
"1718278",1,0,0,0,0,0,2,0,0,0,1
"437329",1,0,0,1,0,0,0,1,0,0,0
"1051143",1,0,0,0,0,0,0,0,0,3,0
"1225862",2,0,0,0,0,1,0,0,0,0,0
"540068",2,1,0,1,0,0,1,0,0,1,0
"540065",1,0,0,0,0,0,0,0,0,0,0
"1993876",1,0,0,0,0,0,0,0,0,0,0
"1993867",1,0,0,0,0,0,0,1,0,1,0
"2560512",1,0,0,2,0,1,0,0,0,0,0
"205876",1,0,0,0,0,1,0,0,0,1,0
"2306284",4,1,3,0,0,1,0,3,1,1,2
"2560783",7,1,3,12,0,0,0,0,2,9,7
"2049886",3,0,0,1,0,1,1,0,1,0,0
"2560594",3,0,1,1,0,0,1,2,0,0,1
"861047",1,0,1,0,0,0,1,1,0,0,0
"466051",3,1,0,0,0,0,0,1,0,0,0
"1954378",2,0,0,0,0,0,1,0,0,0,0
"1954380",1,0,0,0,0,0,0,0,0,0,0
"2734223",1,0,0,0,0,1,1,0,0,0,0
"2733202",4,0,0,0,0,1,0,1,0,0,0
"1982251",4,0,0,0,0,0,1,0,0,1,0
"1982093",3,0,0,2,0,0,0,1,0,0,0
"2560496",2,0,0,0,0,0,0,0,1,0,2
"2169812",2,1,6,3,0,1,3,3,0,1,2
"1982751",3,0,1,0,0,0,1,0,0,0,1
"1982562",3,0,0,2,0,5,0,0,0,0,0
"1920751",2,0,1,0,0,0,0,0,0,2,0
"2560589",3,0,0,0,0,1,0,0,0,1,4
"1636203",2,0,0,0,0,0,0,0,0,0,0
"2734283",1,0,0,0,0,0,0,0,0,0,0
"2560683",2,0,0,0,0,1,0,0,0,0,0
"2560787",1,1,28,4,0,1,0,0,0,0,0
"2560788",1,0,1,3,0,1,0,0,0,0,0
"2560842",2,0,0,0,0,0,0,0,0,0,0
"2560720",1,0,0,0,0,0,0,0,0,0,0
"1982229",1,2,1,0,0,0,0,1,0,0,0
"2734274",2,5,3,3,0,0,2,4,1,0,0
"1982368",1,0,1,1,0,0,0,0,0,1,3
"2560499",2,2,0,1,0,0,0,1,1,1,0
"1982378",1,0,0,0,0,0,0,0,0,0,0
"1982078",2,0,0,0,0,0,0,0,0,0,0
"2734290",1,0,0,0,0,0,0,0,0,0,0
"1406788",1,0,0,0,0,0,0,0,0,0,0
"329254",1,0,0,1,0,0,0,0,0,1,0
"2733205",1,0,0,0,0,0,0,0,0,1,0
"1982106",1,0,0,0,0,0,0,0,0,0,0
"1982239",1,0,0,0,0,0,0,0,0,0,0
"2560486",1,0,0,3,0,2,0,0,1,1,1
"2734261",1,1,0,2,0,0,2,1,0,0,4
"1982554",1,0,0,0,0,0,0,1,0,0,0
"1982557",1,0,0,4,0,0,1,2,0,0,0
"2734246",1,1,0,1,0,0,0,0,1,0,0
"2448213",1,0,0,0,0,0,0,1,0,2,0
"2169655",1,0,0,0,0,0,0,2,1,1,0
"2560703",1,0,0,0,0,1,0,1,0,0,0
"1910992",1,0,2,0,0,1,2,0,0,0,0
"2560656",1,1,0,0,0,0,0,0,0,0,0
"2115965",1,0,0,0,0,0,0,0,0,0,0
"1498228",6,0,0,3,0,0,0,0,2,0,0
"1173297",2,1,0,0,0,0,0,1,0,0,0
"1129194",1,0,0,1,0,0,0,0,0,0,0
"2023998",1,0,0,1,0,0,0,0,0,0,0
"1150991",1,0,0,0,0,0,0,1,0,1,0
"754074",1,0,0,0,0,0,0,0,0,0,0
"754058",1,0,0,1,0,0,0,0,0,0,0
"699370",1,0,1,0,0,1,0,0,0,0,0
"1278479",1,0,1,0,0,0,0,0,0,2,0
"1279082",1,2,1,13,0,0,3,1,2,1,0
"1567014",1,0,0,0,0,0,0,0,0,0,0
"1880590",1,0,0,1,0,0,0,1,1,0,0
"536453",1,0,0,0,0,0,0,0,0,0,0
"536444",1,0,0,0,0,0,0,1,0,0,0
"2588094",1,0,0,0,0,0,0,0,0,0,0
"33771",1,0,0,0,0,0,0,0,0,0,0
"55884",1,0,0,0,0,0,0,0,0,0,0
"2767579",1,1,0,0,0,0,0,0,0,1,1
"137511",1,0,0,0,0,0,0,0,0,0,0
"1560342",1,0,0,0,0,0,0,0,0,0,0
"1458861",1,0,0,0,0,0,0,0,1,0,0
"1913650",2,0,1,1,0,1,0,1,0,0,0
"279006",1,1,0,0,0,0,1,1,0,0,0
"2006136",1,0,0,0,0,0,0,0,0,0,0
"1914851",5,3,0,1,0,1,1,4,1,0,1
"2201163",2,0,0,1,0,0,0,0,0,0,0
"1980950",1,0,0,3,0,1,0,0,2,0,0
"2560301",1,0,0,0,0,0,0,0,0,1,0
"2733083",3,0,0,0,0,0,1,0,0,2,0
"2733081",2,0,0,0,0,0,0,3,0,0,0
"2732975",1,0,0,0,0,0,0,0,0,0,0
"2732985",1,0,0,0,0,0,0,0,0,0,0
"2169990",1,0,1,0,0,0,0,0,1,0,0
"1985292",3,0,2,0,0,0,1,0,0,0,0
"417280",2,2,1,2,0,0,2,0,0,1,0
"2006171",1,0,0,0,0,0,0,0,0,0,0
"1636618",4,0,0,0,0,1,1,0,0,2,0
"2560802",3,0,3,1,0,9,2,1,0,0,0
"2734078",1,0,0,1,0,0,0,0,0,0,0
"1984787",2,1,0,1,0,0,1,1,1,0,0
"2560849",2,0,1,3,0,0,0,0,0,2,0
"1984779",1,0,0,0,0,0,0,0,0,0,0
"2560269",2,0,1,0,0,0,0,1,0,0,0
"1921525",2,0,0,1,0,0,1,0,0,0,0
"2734116",2,0,0,0,0,0,2,0,0,3,0
"115987",1,1,0,0,0,0,0,0,0,0,0
"1231361",2,0,2,2,0,1,0,1,0,1,1
"2734128",1,0,2,1,0,1,0,0,1,0,1
"2752521",1,0,1,0,0,1,0,1,0,1,0
"2734101",1,0,0,0,0,0,0,0,0,0,0
"2734083",1,0,0,0,0,0,0,1,0,3,0
"2734088",1,1,2,1,0,0,2,1,2,0,0
"2734106",1,0,0,2,0,0,0,0,0,0,0
"2560406",1,0,0,1,0,0,2,2,0,0,0
"1921407",1,0,0,0,0,0,0,0,0,0,0
"2560677",1,0,0,0,0,0,0,0,0,0,0
"1918727",1,0,0,0,0,1,0,0,0,0,0
"2560094",1,0,0,0,0,0,0,0,0,0,0
"2560495",1,0,0,4,0,0,0,1,0,1,0
"1987158",1,0,0,0,0,0,0,0,0,0,0
"1983541",1,0,0,0,0,0,0,0,0,0,0
"1636270",1,1,0,0,0,0,0,0,0,1,0
"2725606",1,0,3,2,0,0,1,0,1,1,1
"948071",1,0,0,0,0,0,0,0,0,0,0
"2591033",1,0,0,0,0,0,0,0,0,0,0
"2596674",1,0,0,1,0,0,0,0,0,0,1
"2734259",3,1,0,1,0,0,1,0,0,0,0
"1982591",5,1,1,5,0,1,2,0,0,0,1
"1982592",1,2,0,1,0,1,2,0,1,1,0
"2169962",1,0,0,1,0,0,2,0,0,0,0
"2734190",2,0,0,1,0,0,0,0,1,0,0
"2734189",1,0,1,1,0,0,0,0,0,2,0
"2170216",1,0,0,0,0,0,0,0,0,0,0
"1982596",1,0,3,0,0,0,0,0,2,0,0
"2734160",1,0,0,2,0,0,0,1,0,0,0
"2734159",1,0,1,41,0,0,0,0,0,0,0
"545932",1,0,0,0,0,0,0,1,0,0,0
"1917990",1,1,0,2,0,2,1,0,0,2,0
"1918010",1,0,1,2,0,0,0,1,1,0,0
"1857843",3,0,1,3,0,1,1,0,0,1,3
"298338",1,0,0,0,0,0,0,0,0,1,0
"2732968",1,0,1,0,0,3,1,0,2,0,0
"857312",1,0,0,1,0,0,1,0,0,0,0
"2732932",4,1,0,0,0,0,0,0,0,1,0
"2732931",1,0,1,1,0,0,0,0,0,0,0
"2732694",2,0,0,1,0,0,0,0,0,0,0
"2732693",1,0,0,0,0,0,0,1,0,0,1
"2732690",1,0,1,3,0,0,1,0,0,0,0
"2732684",1,0,1,0,0,0,0,1,0,0,0
"2732937",2,0,2,0,0,1,1,0,0,0,0
"2732939",1,0,0,1,0,0,0,0,0,0,0
"2732918",3,0,0,0,0,0,0,0,0,0,0
"2732925",1,0,0,0,0,0,1,0,1,0,0
"2732913",3,0,2,0,0,2,0,0,0,0,0
"2732912",1,0,1,0,0,1,0,1,1,1,0
"1316739",1,0,0,0,0,0,0,0,0,0,0
"2733951",1,0,0,0,0,0,0,0,0,0,0
"2733942",1,0,0,0,0,0,1,0,0,0,0
"2733928",1,0,0,1,0,0,0,0,0,0,0
